Regiones,Fecha,Year,Num_mes,Latitud,Longitud,Altura,Variedad,Fenologia,Hojas Evaluadas,Hojas con Roya,Incidencia,Cat_Variedad
Apaneca-Ilamatepec,12/12/2017,2017,12,13.96229267,-89.63337708,820,CR-95,Floracion,1043,0,0,Medianamente_resistentes
Tecapa-Chinameca,1/17/2018,2018,1,13.45740986,-88.29715729,847,PACAS,Floracion,1109,98,8.84,Susceptibles
Tecapa-Chinameca,5/17/2018,2018,5,13.45740986,-88.29715729,847,PACAS,Hojas Nuevas Mayor al 30%,1383,44,3.18,Susceptibles
Apaneca-Ilamatepec,10/23/2017,2017,10,13.96229267,-89.63337708,820,CR-95,Madurez Fisiologica,776,357,46.01,Medianamente_resistentes
Tecapa-Chinameca,12/07/2017,2017,12,13.45740986,-88.29715729,847,PACAS,Floracion,1123,61,5.43,Susceptibles
Tecapa-Chinameca,10/23/2017,2017,10,13.45740986,-88.29715729,847,PACAS,Madurez Fisiologica,1246,54,4.33,Susceptibles
Apaneca-Ilamatepec,2/20/2018,2018,2,13.96229267,-89.63337708,820,CR-95,Floracion,1172,0,0,Medianamente_resistentes
Apaneca-Ilamatepec,01/11/2018,2018,1,13.96229267,-89.63337708,820,CR-95,Floracion,1048,0,0,Medianamente_resistentes
Apaneca-Ilamatepec,9/19/2017,2017,9,13.96229267,-89.63337708,820,CR-95,Floracion,854,0,0,Medianamente_resistentes
Apaneca-Ilamatepec,5/18/2018,2018,5,13.96229267,-89.63337708,820,CR-95,Floracion,791,0,0,Medianamente_resistentes
Tecapa-Chinameca,9/19/2017,2017,9,13.45740986,-88.29715729,847,PACAS,Floracion,1090,26,2.39,Susceptibles
Apaneca-Ilamatepec,11/17/2017,2017,11,13.96229267,-89.63337708,820,CR-95,Madurez Fisiologica,1017,0,0,Medianamente_resistentes
Tecapa-Chinameca,8/24/2017,2017,8,NA,NA,847,PACAS,Fruto Consistente,1075,10,0.93,Susceptibles
Apaneca-Ilamatepec,8/24/2017,2017,8,NA,NA,820,CR-95,Floracion,1052,0,0,Medianamente_resistentes
Tecapa-Chinameca,02/09/2018,2018,2,13.45740986,-88.29715729,847,PACAS,Hojas Nuevas Mayor al 30%,993,60,6.04,Susceptibles
Tecapa-Chinameca,7/20/2017,2017,7,NA,NA,847,PACAS,Fruto Consistente,999,8,0.8,Susceptibles
Apaneca-Ilamatepec,03/07/2018,2018,3,13.96229267,-89.63337708,820,CR-95,Floracion,1130,0,0,Medianamente_resistentes
Tecapa-Chinameca,6/28/2017,2017,6,NA,NA,1304,BOURBON,Fruto Consistente,900,6,0.67,Susceptibles
Tecapa-Chinameca,5/30/2017,2017,5,NA,NA,1304,BOURBON,Fruto Consistente,822,198,24.09,Susceptibles
Apaneca-Ilamatepec,3/15/2018,2018,3,13.74895,-89.60993958,650,BOURBON,Floracion,666,55,8.26,Susceptibles
Apaneca-Ilamatepec,11/16/2017,2017,11,13.74895,-89.60993958,650,BOURBON,Madurez Fisiologica,751,74,9.85,Susceptibles
Apaneca-Ilamatepec,5/17/2018,2018,5,13.74895,-89.60993958,650,BOURBON,Fruto Consistente,765,27,3.53,Susceptibles
Apaneca-Ilamatepec,8/23/2017,2017,8,NA,NA,650,BOURBON,Fruto Consistente,879,101,11.49,Susceptibles
Apaneca-Ilamatepec,12/05/2017,2017,12,13.74895,-89.60993958,650,BOURBON,Madurez Fisiologica,833,113,13.57,Susceptibles
Apaneca-Ilamatepec,02/12/2018,2018,2,13.74895,-89.60993958,650,BOURBON,Floracion,782,95,12.15,Susceptibles
Apaneca-Ilamatepec,10/12/2017,2017,10,13.74895,-89.60993958,650,BOURBON,Madurez Fisiologica,851,53,6.23,Susceptibles
Apaneca-Ilamatepec,01/12/2018,2018,1,13.74895,-89.60993958,650,BOURBON,Floracion,761,74,9.72,Susceptibles
Cacahuatique,7/25/2017,2017,7,NA,NA,1310,BOURBON,Fruto Consistente,1094,24,2.19,Susceptibles
Balsamo-Quezaltepec,7/24/2017,2017,7,NA,NA,700,BOURBON,Fruto Consistente,1089,5,0.46,Susceptibles
Balsamo-Quezaltepec,1/15/2018,2018,1,13.73709965,-89.34432983,700,BOURBON,Hojas Nuevas Mayor al 30%,751,122,16.25,Susceptibles
Apaneca-Ilamatepec,7/24/2017,2017,7,NA,NA,1340,CR-95,Fruto Consistente,795,12,1.51,Medianamente_resistentes
Cacahuatique,8/24/2017,2017,8,NA,NA,1310,BOURBON,Fruto Consistente,1027,59,5.74,Susceptibles
Balsamo-Quezaltepec,10/19/2017,2017,10,13.73709965,-89.34432983,700,BOURBON,Madurez Fisiologica,1201,10,0.83,Susceptibles
Apaneca-Ilamatepec,9/27/2017,2017,9,13.84977245,-89.79299927,1340,CR-95,Madurez Fisiologica,1101,0,0,Medianamente_resistentes
Cacahuatique,10/20/2017,2017,10,13.46214008,-88.13158417,1310,BOURBON,Madurez Fisiologica,1112,35,3.15,Susceptibles
Apaneca-Ilamatepec,2/20/2018,2018,2,13.97408962,-89.67721558,730,BOURBON,Floracion,992,377,38,Susceptibles
Apaneca-Ilamatepec,11/17/2017,2017,11,13.84977245,-89.79299927,1340,CR-95,Madurez Fisiologica,1044,0,0,Medianamente_resistentes
Cacahuatique,12/10/2017,2017,12,13.46214008,-88.13158417,1310,BOURBON,Madurez Fisiologica,830,274,33.01,Susceptibles
Balsamo-Quezaltepec,12/08/2017,2017,12,13.73709965,-89.34432983,700,BOURBON,Fruto Consistente,1320,10,8.75,Susceptibles
Tecapa-Chinameca,5/17/2018,2018,5,13.494847,-88.449406,846,BOURBON,Floracion,1232,111,9,Susceptibles
Apaneca-Ilamatepec,1/23/2018,2018,1,13.97408962,-89.67721558,730,BOURBON,Floracion,544,197,36.21,Susceptibles
Balsamo-Quezaltepec,8/24/2017,2017,8,NA,NA,800,PACAS,Formacion de Fruto,1124,12,1.1,Susceptibles
Cacahuatique,5/29/2017,2017,5,NA,NA,1310,BOURBON,Fruto Consistente,1037,5,0.48,Susceptibles
Balsamo-Quezaltepec,1/15/2018,2018,1,13.73709965,-89.34432983,700,BOURBON,Hojas Nuevas Mayor al 30%,676,106,15.68,Susceptibles
Cacahuatique,5/17/2018,2018,5,13.46214008,-88.13158417,1310,BOURBON,Floracion,814,1,0.12,Susceptibles
Balsamo-Quezaltepec,5/26/2018,2018,5,13.73709965,-89.34432983,700,BOURBON,Fruto Consistente,1488,7,0.47,Susceptibles
Cacahuatique,1/23/2018,2018,1,13.46214008,-88.13158417,1310,BOURBON,Floracion,494,107,21.66,Susceptibles
Cacahuatique,3/19/2018,2018,3,13.46214008,-88.13158417,1310,BOURBON,Floracion,447,117,26.17,Susceptibles
Balsamo-Quezaltepec,11/14/2017,2017,11,13.73709965,-89.34432983,700,BOURBON,Madurez Fisiologica,1368,11,0.8,Susceptibles
Apaneca-Ilamatepec,12/12/2017,2017,12,13.84977245,-89.79299927,1340,CR-95,Madurez Fisiologica,900,0,0,Medianamente_resistentes
Cacahuatique,11/19/2017,2017,11,13.46214008,-88.13158417,1310,BOURBON,Madurez Fisiologica,1002,217,21.66,Susceptibles
Cacahuatique,2/19/2018,2018,2,13.46214008,-88.13158417,1310,BOURBON,Floracion,529,84,15.88,Susceptibles
Apaneca-Ilamatepec,6/27/2017,2017,6,NA,NA,1340,CR-95,Fruto Consistente,826,118,14.29,Medianamente_resistentes
Cacahuatique,6/26/2017,2017,6,NA,NA,1310,BOURBON,Fruto Consistente,1063,36,3.39,Susceptibles
Balsamo-Quezaltepec,6/14/2017,2017,6,NA,NA,700,BOURBON,Fruto Consistente,708,0,0,Susceptibles
Apaneca-Ilamatepec,8/23/2017,2017,8,NA,NA,1340,CR-95,Fruto Consistente,860,32,3.72,Medianamente_resistentes
Apaneca-Ilamatepec,10/25/2017,2017,10,13.84977245,-89.79299927,1340,CR-95,Madurez Fisiologica,1025,0,0,Medianamente_resistentes
Apaneca-Ilamatepec,5/21/2018,2018,5,13.97408962,-89.67721558,730,BOURBON,Fruto Consistente,1161,0,0,Susceptibles
Apaneca-Ilamatepec,01/12/2018,2018,1,13.98752594,-89.62231445,800,BOURBON,Floracion,903,19,2.1,Susceptibles
Apaneca-Ilamatepec,03/12/2018,2018,3,13.98752594,-89.62231445,800,BOURBON,Floracion,1005,60,5.97,Susceptibles
Apaneca-Ilamatepec,7/25/2017,2017,7,NA,NA,800,BOURBON,Floracion,932,0,0,Susceptibles
Apaneca-Ilamatepec,5/18/2018,2018,5,13.98752594,-89.62231445,800,BOURBON,Floracion,801,41,5.12,Susceptibles
Apaneca-Ilamatepec,12/12/2017,2017,12,13.98752594,-89.62231445,800,BOURBON,Madurez Fisiologica,1117,86,7.7,Susceptibles
Apaneca-Ilamatepec,2/20/2018,2018,2,13.98752594,-89.62231445,800,BOURBON,Floracion,996,76,7.63,Susceptibles
Apaneca-Ilamatepec,10/26/2017,2017,10,13.98752594,-89.62231445,800,BOURBON,Madurez Fisiologica,644,71,11.02,Susceptibles
Apaneca-Ilamatepec,9/25/2017,2017,9,13.98752594,-89.62231445,800,BOURBON,Floracion,1140,51,4.47,Susceptibles
Apaneca-Ilamatepec,8/23/2017,2017,8,NA,NA,800,BOURBON,Floracion,953,38,3.99,Susceptibles
Apaneca-Ilamatepec,11/17/2017,2017,11,13.98752594,-89.62231445,800,BOURBON,Madurez Fisiologica,1037,84,8.1,Susceptibles
Apaneca-Ilamatepec,6/29/2017,2017,6,NA,NA,1000,BOURBON,Fruto Consistente,786,1,0.13,Susceptibles
Cacahuatique,9/25/2017,2017,9,13.77231789,-88.24580383,1113,PACAS,Madurez Fisiologica,1440,37,2.57,Susceptibles
Cacahuatique,12/09/2017,2017,12,13.77231789,-88.24580383,1113,PACAS,Madurez Fisiologica,1477,416,28.17,Susceptibles
Cacahuatique,8/24/2017,2017,8,NA,NA,1113,PACAS,Fruto Consistente,1384,64,4.62,Susceptibles
Apaneca-Ilamatepec,7/27/2017,2017,7,NA,NA,1000,BOURBON,Fruto Consistente,742,7,0.94,Susceptibles
Apaneca-Ilamatepec,11/16/2017,2017,11,13.92402458,-89.73576355,1000,BOURBON,Madurez Fisiologica,877,241,27.48,Susceptibles
Apaneca-Ilamatepec,5/26/2017,2017,5,NA,NA,1000,BOURBON,Fruto Consistente,794,2,0.25,Susceptibles
Tecapa-Chinameca,7/19/2017,2017,7,NA,NA,1100,BOURBON,Fruto Consistente,324,3,0.93,Susceptibles
Apaneca-Ilamatepec,2/16/2018,2018,2,13.92402458,-89.73576355,1000,BOURBON,Hojas Nuevas Mayor al 30%,637,82,12.87,Susceptibles
Cacahuatique,10/19/2017,2017,10,13.77231789,-88.24580383,1113,PACAS,Madurez Fisiologica,1435,58,4.04,Susceptibles
Tecapa-Chinameca,10/23/2017,2017,10,13.48913002,-88.42360687,1100,BOURBON,Madurez Fisiologica,407,11,2.7,Susceptibles
Apaneca-Ilamatepec,3/15/2018,2018,3,13.92402458,-89.73576355,1000,BOURBON,Hojas Nuevas Mayor al 30%,621,18,2.9,Susceptibles
Cacahuatique,11/21/2017,2017,11,13.77231789,-88.24580383,1113,PACAS,Madurez Fisiologica,1326,220,16.59,Susceptibles
Cacahuatique,3/19/2018,2018,3,13.77231789,-88.24580383,1113,PACAS,Floracion Principal,1125,165,14.67,Susceptibles
Tecapa-Chinameca,6/13/2017,2017,6,NA,NA,1100,BOURBON,Fruto Consistente,540,2,0.37,Susceptibles
Cacahuatique,1/24/2018,2018,1,13.77231789,-88.24580383,1113,PACAS,Hojas Nuevas Mayor al 30%,1269,179,14.11,Susceptibles
Apaneca-Ilamatepec,9/20/2017,2017,9,13.92402458,-89.73576355,1000,BOURBON,Fruto Consistente,763,21,2.75,Susceptibles
Tecapa-Chinameca,02/12/2018,2018,2,13.48913002,-88.42360687,1100,BOURBON,Hojas Nuevas Mayor al 30%,284,13,4.58,Susceptibles
Apaneca-Ilamatepec,8/24/2017,2017,8,NA,NA,1000,BOURBON,Fruto Consistente,839,14,1.67,Susceptibles
Cacahuatique,5/18/2018,2018,5,13.77231789,-88.24580383,1113,PACAS,Hojas Nuevas Mayor al 30%,1255,29,2.31,Susceptibles
Tecapa-Chinameca,12/07/2017,2017,12,13.48913002,-88.42360687,1100,BOURBON,Fruto Consistente,384,51,13.28,Susceptibles
Cacahuatique,2/19/2018,2018,2,13.77231789,-88.24580383,1113,PACAS,Hojas Nuevas Mayor al 30%,1421,253,17.8,Susceptibles
Apaneca-Ilamatepec,1/23/2018,2018,1,13.92402458,-89.73576355,1000,BOURBON,Hojas Nuevas Mayor al 30%,564,192,34.04,Susceptibles
Cacahuatique,7/27/2017,2017,7,NA,NA,1113,PACAS,Fruto Consistente,1604,66,4.11,Susceptibles
Apaneca-Ilamatepec,12/11/2017,2017,12,13.92402458,-89.73576355,1000,BOURBON,Madurez Fisiologica,713,163,22.86,Susceptibles
Apaneca-Ilamatepec,10/24/2017,2017,10,13.92402458,-89.73576355,1000,BOURBON,Madurez Fisiologica,851,121,14.22,Susceptibles
Tecapa-Chinameca,8/17/2017,2017,8,NA,NA,1100,BOURBON,Fruto Consistente,431,11,2.55,Susceptibles
Balsamo-Quezaltepec,8/22/2017,2017,8,NA,NA,890,PACAS,Fruto Consistente,1240,79,6.37,Susceptibles
Balsamo-Quezaltepec,12/06/2017,2017,12,13.64990044,-89.26786804,890,PACAS,Madurez Fisiologica,643,165,25.66,Susceptibles
Apaneca-Ilamatepec,11/15/2017,2017,11,13.94244766,-89.62645721,880,CUSCATLECO,Madurez Fisiologica,874,0,0,Resistentes
Apaneca-Ilamatepec,7/25/2017,2017,7,NA,NA,880,CUSCATLECO,Fruto Consistente,943,0,0,Resistentes
Balsamo-Quezaltepec,10/24/2017,2017,10,13.64990044,-89.26786804,890,PACAS,Madurez Fisiologica,1039,174,16.75,Susceptibles
Balsamo-Quezaltepec,3/13/2018,2018,3,13.64990044,-89.26786804,890,PACAS,Floracion,721,50,6.93,Susceptibles
Balsamo-Quezaltepec,6/27/2017,2017,6,NA,NA,890,PACAS,Fruto Consistente,1136,3,0.26,Susceptibles
Apaneca-Ilamatepec,6/26/2017,2017,6,NA,NA,880,CUSCATLECO,Fruto Consistente,972,0,0,Resistentes
Balsamo-Quezaltepec,11/14/2017,2017,11,13.64990044,-89.26786804,890,PACAS,Madurez Fisiologica,719,115,15.99,Susceptibles
Balsamo-Quezaltepec,5/17/2018,2018,5,13.64990044,-89.26786804,890,PACAS,Fruto Consistente,954,0,0,Susceptibles
Apaneca-Ilamatepec,12/05/2017,2017,12,13.94244766,-89.62645721,880,CUSCATLECO,Madurez Fisiologica,904,0,0,Resistentes
Apaneca-Ilamatepec,10/17/2017,2017,10,13.94244766,-89.62645721,880,CUSCATLECO,Madurez Fisiologica,869,0,0,Resistentes
Tecapa-Chinameca,5/30/2017,2017,5,NA,NA,1300,BOURBON,Fruto Consistente,809,0,0,Susceptibles
Balsamo-Quezaltepec,5/22/2017,2017,5,NA,NA,890,PACAS,Fruto Consistente,1572,1,0.06,Susceptibles
Balsamo-Quezaltepec,02/12/2018,2018,2,13.64990044,-89.26786804,890,PACAS,Floracion,514,84,16.34,Susceptibles
Balsamo-Quezaltepec,7/25/2017,2017,7,NA,NA,890,PACAS,Fruto Consistente,1659,23,1.39,Susceptibles
Apaneca-Ilamatepec,5/30/2017,2017,5,NA,NA,880,CUSCATLECO,Fruto Consistente,1037,0,0,Resistentes
Tecapa-Chinameca,5/30/2017,2017,5,NA,NA,1200,BOURBON,Fruto Consistente,878,72,8.2,Susceptibles
Tecapa-Chinameca,6/22/2017,2017,6,NA,NA,1200,BOURBON,Fruto Consistente,833,55,6.6,Susceptibles
Balsamo-Quezaltepec,9/19/2017,2017,9,13.64990044,-89.26786804,890,PACAS,Madurez Fisiologica,1100,77,7,Susceptibles
Apaneca-Ilamatepec,8/17/2017,2017,8,NA,NA,880,CUSCATLECO,Fruto Consistente,975,0,0,Resistentes
Balsamo-Quezaltepec,01/12/2018,2018,1,13.64990044,-89.26786804,890,PACAS,Floracion Loca,467,97,20.77,Susceptibles
Tecapa-Chinameca,6/28/2017,2017,6,NA,NA,1300,BOURBON,Fruto Consistente,989,70,7.08,Susceptibles
Apaneca-Ilamatepec,10/18/2017,2017,10,13.92638016,-89.91110992,750,PACAS,Madurez Fisiologica,1128,20,1.77,Susceptibles
Apaneca-Ilamatepec,7/24/2017,2017,7,NA,NA,750,PACAS,Floracion,1149,3,0.26,Susceptibles
Apaneca-Ilamatepec,3/15/2018,2018,3,13.92638016,-89.91110992,750,PACAS,Floracion,988,12,1.21,Susceptibles
Apaneca-Ilamatepec,11/14/2017,2017,11,13.92638016,-89.91110992,750,PACAS,Madurez Fisiologica,1133,283,24.98,Susceptibles
Apaneca-Ilamatepec,1/19/2018,2018,1,13.92638016,-89.91110992,750,PACAS,Floracion,920,177,19.24,Susceptibles
Apaneca-Ilamatepec,12/12/2017,2017,12,13.92638016,-89.91110992,750,PACAS,Floracion,1133,221,19.51,Susceptibles
Apaneca-Ilamatepec,8/28/2017,2017,8,NA,NA,750,PACAS,Floracion,1072,17,1.59,Susceptibles
Apaneca-Ilamatepec,2/20/2018,2018,2,13.92638016,-89.91110992,750,PACAS,Floracion,1046,16,1.53,Susceptibles
Apaneca-Ilamatepec,9/19/2017,2017,9,13.92638016,-89.91110992,750,PACAS,Floracion,1166,9,0.77,Susceptibles
Balsamo-Quezaltepec,5/18/2018,2018,5,13.62010956,-89.23357391,845,PACAS,Formacion de Fruto,1367,0,0,Susceptibles
Balsamo-Quezaltepec,11/16/2017,2017,11,13.62010956,-89.23357391,845,PACAS,Madurez Fisiologica,1492,72,4.83,Susceptibles
Balsamo-Quezaltepec,10/21/2017,2017,10,13.62010956,-89.23357391,845,PACAS,Madurez Fisiologica,1283,58,4.52,Susceptibles
Balsamo-Quezaltepec,03/07/2018,2018,3,13.62010956,-89.23357391,845,PACAS,Desarrollo,1140,18,1.58,Susceptibles
Balsamo-Quezaltepec,1/17/2018,2018,1,13.62010956,-89.23357391,845,PACAS,Desarrollo,1056,68,6.44,Susceptibles
Balsamo-Quezaltepec,12/05/2017,2017,12,13.62010956,-89.23357391,845,PACAS,Inicio de Cosecha,1153,93,8.07,Susceptibles
Balsamo-Quezaltepec,8/19/2017,2017,8,NA,NA,845,PACAS,Formacion de Fruto,1101,15,1.36,Susceptibles
Balsamo-Quezaltepec,5/29/2017,2017,5,NA,NA,845,PACAS,Formacion de Fruto,1470,2,0.14,Susceptibles
Balsamo-Quezaltepec,9/20/2017,2017,9,13.62010956,-89.23357391,845,PACAS,Madurez Fisiologica,1196,59,4.93,Susceptibles
Balsamo-Quezaltepec,02/08/2018,2018,2,13.62010956,-89.23357391,845,PACAS,Desarrollo,1127,80,7.1,Susceptibles
Balsamo-Quezaltepec,07/01/2017,2017,7,NA,NA,845,PACAS,Formacion de Fruto,1254,16,1.28,Susceptibles
Balsamo-Quezaltepec,7/21/2017,2017,7,NA,NA,845,PACAS,Formacion de Fruto,1327,93,7.01,Susceptibles
Apaneca-Ilamatepec,3/19/2018,2018,3,13.67446613,-89.57381439,600,PACAS,Floracion,448,16,3.57,Susceptibles
Apaneca-Ilamatepec,8/17/2017,2017,8,NA,NA,840,PACAS,Fruto Consistente,1142,31,2.71,Susceptibles
Apaneca-Ilamatepec,5/17/2018,2018,5,13.9398737,-89.57094574,840,PACAS,Fruto Consistente,884,18,2.04,Susceptibles
Apaneca-Ilamatepec,2/19/2018,2018,2,13.85725021,-89.71148682,1200,BOURBON,Hojas Nuevas Mayor al 30%,830,13,1.57,Susceptibles
Apaneca-Ilamatepec,5/17/2018,2018,5,13.85725021,-89.71148682,1200,BOURBON,Fruto Consistente,749,16,2.14,Susceptibles
Apaneca-Ilamatepec,2/15/2018,2018,2,13.9398737,-89.57094574,840,PACAS,Hojas Nuevas Mayor al 30%,913,251,27.49,Susceptibles
Apaneca-Ilamatepec,10/20/2017,2017,10,13.91915989,-89.92333221,645,PACAS,Madurez Fisiologica,1288,145,11.26,Susceptibles
Tecapa-Chinameca,10/15/2017,2017,10,13.51073265,-88.3612442,669,PACAS,Madurez Fisiologica,465,19,4.09,Susceptibles
Apaneca-Ilamatepec,12/12/2017,2017,12,13.91915989,-89.92333221,645,PACAS,Floracion,970,488,50.31,Susceptibles
Tecapa-Chinameca,12/10/2017,2017,12,13.51073265,-88.3612442,669,PACAS,Madurez Fisiologica,424,38,8.96,Susceptibles
Tecapa-Chinameca,8/20/2017,2017,8,NA,NA,669,PACAS,Fruto Consistente,584,8,1.37,Susceptibles
Apaneca-Ilamatepec,7/24/2017,2017,7,NA,NA,645,PACAS,Floracion,1142,21,1.84,Susceptibles
Apaneca-Ilamatepec,1/18/2018,2018,1,13.9398737,-89.57094574,840,PACAS,Hojas Nuevas Mayor al 30%,1086,423,38.95,Susceptibles
Apaneca-Ilamatepec,1/19/2018,2018,1,13.67446613,-89.57381439,600,PACAS,Floracion,462,129,27.92,Susceptibles
Apaneca-Ilamatepec,03/12/2018,2018,3,13.9398737,-89.57094574,840,PACAS,Floracion Loca,776,143,18.43,Susceptibles
Apaneca-Ilamatepec,8/28/2017,2017,8,NA,NA,645,PACAS,Floracion,1024,11,1.07,Susceptibles
Tecapa-Chinameca,5/17/2018,2018,5,13.51073265,-88.3612442,669,PACAS,Fruto Consistente,497,9,1.81,Susceptibles
Apaneca-Ilamatepec,10/24/2017,2017,10,13.9398737,-89.57094574,840,PACAS,Madurez Fisiologica,1278,217,16.98,Susceptibles
Apaneca-Ilamatepec,5/17/2018,2018,5,13.67446613,-89.57381439,600,PACAS,Hojas Nuevas Mayor al 30%,620,5,0.81,Susceptibles
Tecapa-Chinameca,09/12/2017,2017,9,13.51073265,-88.3612442,669,PACAS,Fruto Consistente,509,9,1.77,Susceptibles
Apaneca-Ilamatepec,7/25/2017,2017,7,NA,NA,600,PACAS,Fruto Consistente,826,6,0.73,Susceptibles
Apaneca-Ilamatepec,5/29/2017,2017,5,NA,NA,840,PACAS,Fruto Consistente,1031,0,0,Susceptibles
Tecapa-Chinameca,11/19/2017,2017,11,13.51073265,-88.3612442,669,PACAS,Madurez Fisiologica,487,35,7.19,Susceptibles
Tecapa-Chinameca,03/11/2018,2018,3,13.51073265,-88.3612442,669,PACAS,Hojas Nuevas Mayor al 30%,334,7,2.1,Susceptibles
Apaneca-Ilamatepec,1/22/2018,2018,1,13.91915989,-89.92333221,645,PACAS,Floracion,977,126,12.9,Susceptibles
Apaneca-Ilamatepec,9/23/2017,2017,9,13.67446613,-89.57381439,600,PACAS,Fruto Consistente,696,21,3.02,Susceptibles
Tecapa-Chinameca,1/13/2018,2018,1,13.51073265,-88.3612442,669,PACAS,Hojas Nuevas Mayor al 30%,416,26,6.25,Susceptibles
Apaneca-Ilamatepec,6/26/2017,2017,6,NA,NA,840,PACAS,Fruto Consistente,1036,0,0,Susceptibles
Apaneca-Ilamatepec,9/19/2017,2017,9,13.91915989,-89.92333221,645,PACAS,Floracion,1217,24,1.97,Susceptibles
Apaneca-Ilamatepec,3/13/2018,2018,3,13.85725021,-89.71148682,1200,BOURBON,Hojas Nuevas Mayor al 30%,616,45,7.31,Susceptibles
Apaneca-Ilamatepec,5/16/2018,2018,5,13.91915989,-89.92333221,645,PACAS,Floracion,1676,0,0,Susceptibles
Apaneca-Ilamatepec,11/14/2017,2017,11,13.91915989,-89.92333221,645,PACAS,Madurez Fisiologica,1029,298,28.96,Susceptibles
Apaneca-Ilamatepec,7/28/2017,2017,7,NA,NA,840,PACAS,Fruto Consistente,1203,1,0.08,Susceptibles
Apaneca-Ilamatepec,9/20/2017,2017,9,13.9398737,-89.57094574,840,PACAS,Madurez Fisiologica,1288,29,2.25,Susceptibles
Apaneca-Ilamatepec,6/29/2017,2017,6,NA,NA,600,PACAS,Fruto Consistente,1241,5,0.4,Susceptibles
Tecapa-Chinameca,02/10/2018,2018,2,13.51073265,-88.3612442,669,PACAS,Hojas Nuevas Mayor al 30%,317,13,4.1,Susceptibles
Apaneca-Ilamatepec,5/17/2018,2018,5,13.91915989,-89.92333221,645,PACAS,Floracion,1141,0,0,Susceptibles
Apaneca-Ilamatepec,11/15/2017,2017,11,13.9398737,-89.57094574,840,PACAS,Madurez Fisiologica,1285,236,18.37,Susceptibles
Apaneca-Ilamatepec,1/24/2018,2018,1,13.85725021,-89.71148682,1200,BOURBON,Hojas Nuevas Mayor al 30%,539,28,5.19,Susceptibles
Apaneca-Ilamatepec,2/20/2018,2018,2,13.91915989,-89.92333221,645,PACAS,Floracion,1182,46,3.89,Susceptibles
Apaneca-Ilamatepec,12/05/2017,2017,12,13.9398737,-89.57094574,840,PACAS,Madurez Fisiologica,1292,376,29.1,Susceptibles
Tecapa-Chinameca,6/25/2017,2017,6,NA,NA,669,PACAS,Fruto Consistente,549,13,2.37,Susceptibles
Tecapa-Chinameca,06/01/2017,2017,6,NA,NA,669,PACAS,Fruto Consistente,477,10,2.1,Susceptibles
Tecapa-Chinameca,7/19/2017,2017,7,NA,NA,669,PACAS,Fruto Consistente,543,3,0.55,Susceptibles
Apaneca-Ilamatepec,3/15/2018,2018,3,13.91915989,-89.92333221,645,PACAS,Floracion,906,27,2.98,Susceptibles
Balsamo-Quezaltepec,1/18/2018,2018,1,13.62812901,-89.26075745,900,PACAS,Desarrollo,1141,89,7.8,Susceptibles
Balsamo-Quezaltepec,10/21/2017,2017,10,13.62812901,-89.26075745,900,PACAS,Madurez Fisiologica,1339,126,9.41,Susceptibles
Balsamo-Quezaltepec,12/05/2017,2017,12,13.62812901,-89.26075745,900,PACAS,Inicio de Cosecha,1182,188,15.91,Susceptibles
Balsamo-Quezaltepec,6/30/2017,2017,6,NA,NA,900,PACAS,Formacion de Fruto,1214,4,0.33,Susceptibles
Balsamo-Quezaltepec,5/29/2017,2017,5,NA,NA,900,PACAS,Formacion de Fruto,1135,4,0.35,Susceptibles
Balsamo-Quezaltepec,7/21/2017,2017,7,NA,NA,900,PACAS,Formacion de Fruto,1283,63,4.91,Susceptibles
Balsamo-Quezaltepec,5/18/2018,2018,5,13.62812901,-89.26075745,900,PACAS,Formacion de Fruto,1251,1,0.08,Susceptibles
Balsamo-Quezaltepec,9/20/2017,2017,9,13.62812901,-89.26075745,900,PACAS,Madurez Fisiologica,1202,66,5.49,Susceptibles
Balsamo-Quezaltepec,03/07/2018,2018,3,13.62812901,-89.26075745,900,PACAS,Desarrollo,1175,42,3.57,Susceptibles
Balsamo-Quezaltepec,02/08/2018,2018,2,13.62812901,-89.26075745,900,PACAS,Desarrollo,1011,50,4.95,Susceptibles
Balsamo-Quezaltepec,8/19/2017,2017,8,NA,NA,900,PACAS,Formacion de Fruto,1509,49,3.25,Susceptibles
Balsamo-Quezaltepec,11/16/2017,2017,11,13.62812901,-89.26075745,900,PACAS,Madurez Fisiologica,1291,80,6.2,Susceptibles
Apaneca-Ilamatepec,5/22/2018,2018,5,13.92333317,-89.86777496,720,PACAS,Floracion,958,1,0.1,Susceptibles
Balsamo-Quezaltepec,01/11/2018,2018,1,13.68942261,-89.43706512,1000,PACAS,Hojas Nuevas Mayor al 30%,773,184,23.8,Susceptibles
Balsamo-Quezaltepec,03/07/2018,2018,3,13.68942261,-89.43706512,1000,PACAS,Hojas Nuevas Mayor al 30%,849,83,9.78,Susceptibles
Balsamo-Quezaltepec,12/07/2017,2017,12,13.68942261,-89.43706512,1000,PACAS,Madurez Fisiologica,902,200,22.17,Susceptibles
Balsamo-Quezaltepec,02/09/2018,2018,2,13.68942261,-89.43706512,1000,PACAS,Hojas Nuevas Mayor al 30%,810,213,26.3,Susceptibles
Balsamo-Quezaltepec,09/12/2017,2017,9,13.68942261,-89.43706512,1000,PACAS,Fruto Consistente,1170,303,25.9,Susceptibles
