Regiones,Fecha,Year,Num_mes,Latitud,Longitud,Altura,Variedad,Fenologia,Hojas Evaluadas,Hojas con Roya,Incidencia,Cat_Variedad
MASAYA,06/11/2019,2019,6,11.90681171,-86.1669693,465,CATURRA,Hojas Nuevas Mayor al 30%,824,10,1.21,Susceptibles
GRANADA,12/12/2019,2019,12,11.82509995,-85.99739838,497,CATURRA,Madurez Fisiol¢gica,1437,36,2.51,Susceptibles
GRANADA,10/09/2019,2019,10,11.82509995,-85.99739838,497,CATURRA,Fruto Consistente,979,13,1.33,Susceptibles
GRANADA,1/17/2019,2019,1,11.82509995,-85.99739838,497,CATURRA,Madurez Fisiol¢gica,1074,56,5.21,Susceptibles
MASAYA,05/03/2019,2019,5,11.89635086,-86.15177917,461,CATURRA,Floraci¢n Principal,709,3,0.42,Susceptibles
MASAYA,11/30/2019,2019,11,11.90681171,-86.1669693,465,CATURRA,Madurez Fisiol¢gica,855,245,28.65,Susceptibles
MASAYA,07/04/2019,2019,7,11.89635086,-86.15177917,461,CATURRA,Fruto Consistente,1200,0,0,Susceptibles
MASAYA,12/06/2019,2019,12,11.89635086,-86.15177917,461,CATURRA,Madurez Fisiol¢gica,797,23,2.89,Susceptibles
MASAYA,02/07/2019,2019,2,11.89635086,-86.15177917,461,CATURRA,Hojas Nuevas Mayor al 30%,800,88,11,Susceptibles
JINOTEGA,2/15/2019,2019,2,13.029423,-85.57453,1539,CATURRA,Madurez Fisiol¢gica,949,13,1.37,Susceptibles
JINOTEGA,11/18/2019,2019,11,13.029423,-85.57453,1539,CATURRA,Madurez Fisiol¢gica,1076,40,3.72,Susceptibles
JINOTEGA,08/06/2019,2019,8,13.029423,-85.57453,1539,CATURRA,Fruto Consistente,1239,6,0.48,Susceptibles
JINOTEGA,04/10/2019,2019,4,13.029423,-85.57453,1539,CATURRA,Floraci¢n Principal,1072,10,0.93,Susceptibles
JINOTEGA,10/28/2019,2019,10,13.029423,-85.57453,1539,CATURRA,Fruto Consistente,1290,18,1.4,Susceptibles
JINOTEGA,12/18/2019,2019,12,13.34350014,-85.65339661,565,CATURRA,Madurez Fisiol¢gica,681,183,26.87,Susceptibles
JINOTEGA,6/19/2019,2019,6,13.34350014,-85.65339661,565,CATURRA,Fruto Consistente,766,5,0.65,Susceptibles
JINOTEGA,12/18/2019,2019,12,13.029423,-85.57453,1539,CATURRA,Madurez Fisiol¢gica,1478,97,6.56,Susceptibles
JINOTEGA,9/23/2019,2019,9,13.029423,-85.57453,1539,CATURRA,Fruto Consistente,1052,2,0.19,Susceptibles
JINOTEGA,08/06/2019,2019,8,13.60079956,-85.57510376,548,CATURRA,Fruto Consistente,891,97,10.89,Susceptibles
JINOTEGA,2/13/2019,2019,2,13.60079956,-85.57510376,548,CATURRA,Hojas Nuevas Mayor al 30%,809,55,6.8,Susceptibles
JINOTEGA,3/16/2019,2019,3,13.60079956,-85.57510376,548,CATURRA,Floraci¢n,788,47,5.96,Susceptibles
JINOTEGA,10/16/2019,2019,10,13.60079956,-85.57510376,548,CATURRA,Madurez Fisiol¢gica,859,36,4.19,Susceptibles
JINOTEGA,1/18/2019,2019,1,13.60079956,-85.57510376,548,CATURRA,Hojas Nuevas Mayor al 30%,793,39,4.92,Susceptibles
JINOTEGA,6/21/2019,2019,6,13.029423,-85.57453,1539,CATURRA,Hojas Nuevas Mayor al 30%,1114,0,0,Susceptibles
JINOTEGA,7/17/2019,2019,7,13.029423,-85.57453,1539,CATURRA,Fruto Consistente,1192,3,0.25,Susceptibles
JINOTEGA,07/04/2019,2019,7,13.34350014,-85.65339661,565,CATURRA,Fruto Consistente,723,0,0,Susceptibles
JINOTEGA,12/10/2019,2019,12,13.60079956,-85.57510376,548,CATURRA,Madurez Fisiol¢gica,929,27,2.91,Susceptibles
MATAGALPA,06/07/2019,2019,6,13.22295189,-85.68752289,993,CATURRA,Fruto Consistente,893,8,0.9,Susceptibles
CARAZO,12/11/2019,2019,12,11.8731575,-86.20292664,566,CATURRA,Madurez Fisiol¢gica,807,3,0.37,Susceptibles
CARAZO,7/30/2019,2019,7,11.8731575,-86.20292664,566,CATURRA,Fruto Consistente,1054,0,0,Susceptibles
CARAZO,04/09/2019,2019,4,11.8731575,-86.20292664,566,CATURRA,Floraci¢n,942,0,0,Susceptibles
CARAZO,10/30/2019,2019,10,11.8731575,-86.20292664,566,CATURRA,Madurez Fisiol¢gica,929,17,1.83,Susceptibles
MATAGALPA,9/18/2019,2019,9,13.22295189,-85.68752289,993,CATURRA,Madurez Fisiol¢gica,920,233,25.33,Susceptibles
MATAGALPA,10/05/2019,2019,10,13.22295189,-85.68752289,993,CATURRA,Fruto Consistente,867,45,5.19,Susceptibles
MATAGALPA,04/05/2019,2019,4,13.22295189,-85.68752289,993,CATURRA,Floraci¢n Principal,900,153,17,Susceptibles
JINOTEGA,5/15/2019,2019,5,13.34350014,-85.65339661,565,CATURRA,Hojas Nuevas Mayor al 30%,638,6,0.94,Susceptibles
JINOTEGA,10/17/2019,2019,10,13.34350014,-85.65339661,565,CATURRA,Madurez Fisiol¢gica,742,51,6.87,Susceptibles
JINOTEGA,5/14/2019,2019,5,13.029423,-85.57453,1539,CATURRA,Hojas Nuevas Mayor al 30%,1080,5,0.46,Susceptibles
JINOTEGA,8/14/2019,2019,8,13.34350014,-85.65339661,565,CATURRA,Fruto Consistente,826,12,1.45,Susceptibles
JINOTEGA,11/13/2019,2019,11,13.34350014,-85.65339661,565,CATURRA,Madurez Fisiol¢gica,693,61,8.8,Susceptibles
JINOTEGA,4/17/2019,2019,4,13.34350014,-85.65339661,565,CATURRA,Floraci¢n,503,10,1.99,Susceptibles
CARAZO,9/26/2019,2019,9,11.8731575,-86.20292664,566,CATURRA,Fruto Consistente,938,26,2.77,Susceptibles
CARAZO,3/13/2019,2019,3,11.8731575,-86.20292664,566,CATURRA,Hojas Nuevas Mayor al 30%,813,0,0,Susceptibles
CARAZO,8/27/2019,2019,8,11.8731575,-86.20292664,566,CATURRA,Fruto Consistente,1157,0,0,Susceptibles
JINOTEGA,9/20/2019,2019,9,13.34350014,-85.65339661,565,CATURRA,Madurez Fisiol¢gica,804,19,2.36,Susceptibles
MADRIZ,7/26/2019,2019,7,13.4289999,-86.55000305,1115,CATURRA,Fruto Consistente,498,6,1.2,Susceptibles
MATAGALPA,04/03/2019,2019,4,12.8632412,-85.90609741,1131,CATURRA,Hojas Nuevas Mayor al 30%,674,17,2.52,Susceptibles
MATAGALPA,07/08/2019,2019,7,12.87975979,-85.89845276,1124,CATURRA,Madurez Fisiol¢gica,541,15,2.77,Susceptibles
MATAGALPA,08/06/2019,2019,8,12.87975979,-85.89845276,1124,CATURRA,Madurez Fisiol¢gica,630,25,3.97,Susceptibles
NUEVA SEGOVIA,2/27/2019,2019,2,13.7553997,-86.30930328,1111,CATURRA,Hojas Nuevas Mayor al 30%,767,5,0.65,Susceptibles
NUEVA SEGOVIA,4/30/2019,2019,4,13.75660038,-86.31030273,1119,CATURRA,Floracion Loca,729,4,0.55,Susceptibles
NUEVA SEGOVIA,3/31/2019,2019,3,13.75660038,-86.31030273,1119,CATURRA,Hojas Nuevas Mayor al 30%,735,31,4.22,Susceptibles
NUEVA SEGOVIA,2/27/2019,2019,2,13.75660038,-86.31030273,1119,CATURRA,Hojas Nuevas Mayor al 30%,728,28,3.85,Susceptibles
NUEVA SEGOVIA,4/30/2019,2019,4,13.7553997,-86.30930328,1111,CATURRA,Floracion Loca,814,0,0,Susceptibles
MATAGALPA,02/06/2019,2019,2,12.87975979,-85.89845276,1124,CATURRA,Hojas Nuevas Mayor al 30%,542,49,9.04,Susceptibles
MATAGALPA,07/08/2019,2019,7,12.8632412,-85.90609741,1131,CATURRA,Madurez Fisiol¢gica,681,32,4.7,Susceptibles
MATAGALPA,05/06/2019,2019,5,12.8632412,-85.90609741,1131,CATURRA,Hojas Nuevas Mayor al 30%,711,20,2.81,Susceptibles
MATAGALPA,11/11/2019,2019,11,12.8632412,-85.90609741,1131,CATURRA,Madurez Fisiol¢gica,659,36,5.46,Susceptibles
MATAGALPA,02/06/2019,2019,2,12.8632412,-85.90609741,1131,CATURRA,Hojas Nuevas Mayor al 30%,609,60,9.85,Susceptibles
MATAGALPA,11/11/2019,2019,11,12.87975979,-85.89845276,1124,CATURRA,Madurez Fisiol¢gica,690,29,4.2,Susceptibles
MATAGALPA,6/15/2019,2019,6,12.87975979,-85.89845276,1124,CATURRA,Fruto Consistente,665,12,1.8,Susceptibles
MATAGALPA,05/06/2019,2019,5,12.87975979,-85.89845276,1124,CATURRA,Hojas Nuevas Mayor al 30%,533,23,4.32,Susceptibles
MATAGALPA,04/03/2019,2019,4,12.87975979,-85.89845276,1124,CATURRA,Hojas Nuevas Mayor al 30%,518,21,4.05,Susceptibles
JINOTEGA,02/08/2019,2019,2,13.21590042,-85.91249847,1014,CATURRA,Madurez Fisiol¢gica,958,50,5.22,Susceptibles
JINOTEGA,12/19/2019,2019,12,13.21590042,-85.91249847,1014,CATURRA,Madurez Fisiol¢gica,1180,43,3.64,Susceptibles
JINOTEGA,11/13/2019,2019,11,13.60079956,-85.57510376,548,CATURRA,Madurez Fisiol¢gica,799,42,5.26,Susceptibles
JINOTEGA,7/18/2019,2019,7,13.60079956,-85.57510376,548,CATURRA,Fruto Consistente,826,43,5.21,Susceptibles
JINOTEGA,6/21/2019,2019,6,13.21590042,-85.91249847,1014,CATURRA,Fruto Consistente,800,17,2.13,Susceptibles
JINOTEGA,4/16/2019,2019,4,13.60079956,-85.57510376,548,CATURRA,Floraci¢n Principal,802,53,6.61,Susceptibles
JINOTEGA,6/13/2019,2019,6,13.60079956,-85.57510376,548,CATURRA,Hojas Nuevas Mayor al 30%,940,35,3.72,Susceptibles
JINOTEGA,5/16/2019,2019,5,13.60079956,-85.57510376,548,CATURRA,Hojas Nuevas Mayor al 30%,889,44,4.95,Susceptibles
JINOTEGA,10/14/2019,2019,10,13.21590042,-85.91249847,1014,CATURRA,Fruto Consistente,936,15,1.6,Susceptibles
NUEVA SEGOVIA,3/31/2019,2019,3,13.7553997,-86.30930328,1111,CATURRA,Hojas Nuevas Mayor al 30%,677,0,0,Susceptibles
MATAGALPA,10/05/2019,2019,10,12.87975979,-85.89845276,1124,CATURRA,Madurez Fisiol¢gica,532,25,4.7,Susceptibles
MADRIZ,2/14/2019,2019,2,13.4289999,-86.55000305,1115,CATURRA,Hojas Nuevas Mayor al 30%,781,43,5.51,Susceptibles
MADRIZ,10/25/2019,2019,10,13.4289999,-86.55000305,1115,CATURRA,Madurez Fisiol¢gica,737,22,2.99,Susceptibles
NUEVA SEGOVIA,5/29/2019,2019,5,13.7553997,-86.30930328,1111,CATURRA,Floraci¢n Principal,971,0,0,Susceptibles
JINOTEGA,04/09/2019,2019,4,13.21590042,-85.91249847,1014,CATURRA,Floraci¢n Principal,848,37,4.36,Susceptibles
JINOTEGA,9/18/2019,2019,9,13.21590042,-85.91249847,1014,CATURRA,Fruto Consistente,681,17,2.5,Susceptibles
JINOTEGA,6/19/2019,2019,6,13.1821003,-85.89820099,1026,CATURRA,Fruto Consistente,789,5,0.63,Susceptibles
MADRIZ,6/14/2019,2019,6,13.4289999,-86.55000305,1115,CATURRA,Fruto Consistente,643,13,2.02,Susceptibles
NUEVA SEGOVIA,05/10/2019,2019,5,13.64830017,-86.17520142,702,CATURRA,Floracion Loca,840,0,0,Susceptibles
MATAGALPA,08/10/2019,2019,8,12.96561432,-85.87489319,960,CATURRA,Madurez Fisiol¢gica,667,16,2.4,Susceptibles
NUEVA SEGOVIA,3/29/2019,2019,3,13.64830017,-86.17520142,702,CATURRA,Hojas Nuevas Mayor al 30%,781,10,1.28,Susceptibles
MATAGALPA,10/04/2019,2019,10,12.96561432,-85.87489319,960,CATURRA,Madurez Fisiol¢gica,829,65,7.84,Susceptibles
MATAGALPA,04/03/2019,2019,4,12.96561432,-85.87489319,960,CATURRA,Hojas Nuevas Mayor al 30%,800,71,8.87,Susceptibles
MATAGALPA,01/11/2019,2019,1,12.96561432,-85.87489319,960,CATURRA,Madurez Fisiol¢gica,655,145,22.14,Susceptibles
MATAGALPA,6/27/2019,2019,6,12.96561432,-85.87489319,960,CATURRA,Madurez Fisiol¢gica,160,3,1.88,Susceptibles
MATAGALPA,07/09/2019,2019,7,12.96561432,-85.87489319,960,CATURRA,Madurez Fisiol¢gica,709,18,2.54,Susceptibles
MATAGALPA,02/08/2019,2019,2,13.16601563,-85.72725677,882,CATURRA,Hojas Nuevas Mayor al 30%,700,107,15.29,Susceptibles
NUEVA SEGOVIA,05/07/2019,2019,5,13.58880043,-86.08329773,941,CATURRA,Floraci¢n Principal,967,0,0,Susceptibles
NUEVA SEGOVIA,4/25/2019,2019,4,13.58880043,-86.08329773,941,CATURRA,Floraci¢n Principal,891,0,0,Susceptibles
MATAGALPA,11/13/2019,2019,11,13.16601563,-85.72725677,882,CATURRA,Madurez Fisiol¢gica,876,56,6.39,Susceptibles
MATAGALPA,10/04/2019,2019,10,13.16601563,-85.72725677,882,CATURRA,Fruto Consistente,987,5,0.51,Susceptibles
MATAGALPA,2/14/2019,2019,2,12.96561432,-85.87489319,960,CATURRA,Hojas Nuevas Mayor al 30%,562,84,14.95,Susceptibles
NUEVA SEGOVIA,4/30/2019,2019,4,13.64830017,-86.17520142,702,CATURRA,Floracion Loca,816,1,0.12,Susceptibles
NUEVA SEGOVIA,2/13/2019,2019,2,13.64830017,-86.17520142,702,CATURRA,Hojas Nuevas Mayor al 30%,877,30,3.42,Susceptibles
NUEVA SEGOVIA,9/30/2019,2019,9,13.64830017,-86.17520142,702,CATURRA,Fruto Consistente,1066,0,0,Susceptibles
NUEVA SEGOVIA,1/31/2019,2019,1,13.64830017,-86.17520142,702,CATURRA,Hojas Nuevas Mayor al 30%,860,30,3.49,Susceptibles
JINOTEGA,11/08/2019,2019,11,13.29920006,-86.17060089,936,CATURRA,Madurez Fisiol¢gica,986,55,5.58,Susceptibles
NUEVA SEGOVIA,12/13/2019,2019,12,13.58880043,-86.08329773,941,CATURRA,Madurez Fisiol¢gica,764,0,0,Susceptibles
NUEVA SEGOVIA,11/12/2019,2019,11,13.58880043,-86.08329773,941,CATURRA,Fruto Consistente,849,0,0,Susceptibles
NUEVA SEGOVIA,3/14/2019,2019,3,13.58880043,-86.08329773,941,CATURRA,Floracion Loca,1185,0,0,Susceptibles
JINOTEGA,4/17/2019,2019,4,13.60229969,-85.74649811,931,CATURRA,Floraci¢n,925,31,3.35,Susceptibles
JINOTEGA,03/07/2019,2019,3,13.29920006,-86.17060089,936,CATURRA,Floraci¢n,833,4,0.48,Susceptibles
JINOTEGA,03/11/2019,2019,3,13.029423,-85.57453,1539,CATURRA,Floraci¢n,993,16,1.61,Susceptibles
MATAGALPA,09/09/2019,2019,9,13.20180035,-85.5490036,722,CATURRA,Fruto Consistente,801,28,3.5,Susceptibles
JINOTEGA,02/07/2019,2019,2,13.60229969,-85.74649811,931,CATURRA,Hojas Nuevas Mayor al 30%,853,45,5.28,Susceptibles
MATAGALPA,05/02/2019,2019,5,13.16601563,-85.72725677,882,CATURRA,Floraci¢n Principal,771,0,0,Susceptibles
MATAGALPA,06/12/2019,2019,6,12.96561432,-85.87489319,960,CATURRA,Fruto Consistente,874,24,2.75,Susceptibles
MATAGALPA,05/06/2019,2019,5,12.96561432,-85.87489319,960,CATURRA,Hojas Nuevas Mayor al 30%,706,63,8.92,Susceptibles
MATAGALPA,09/03/2019,2019,9,12.96561432,-85.87489319,960,CATURRA,Madurez Fisiol¢gica,746,30,4.02,Susceptibles
JINOTEGA,07/10/2019,2019,7,13.60229969,-85.74649811,931,CATURRA,Fruto Consistente,1012,16,1.58,Susceptibles
JINOTEGA,5/13/2019,2019,5,13.60229969,-85.74649811,931,CATURRA,Hojas Nuevas Mayor al 30%,915,13,1.42,Susceptibles
JINOTEGA,9/13/2019,2019,9,13.29920006,-86.17060089,936,CATURRA,Fruto Consistente,846,5,0.59,Susceptibles
JINOTEGA,9/16/2019,2019,9,13.60229969,-85.74649811,931,CATURRA,Fruto Consistente,836,31,3.71,Susceptibles
JINOTEGA,1/22/2019,2019,1,13.60229969,-85.74649811,931,CATURRA,Madurez Fisiol¢gica,878,27,3.08,Susceptibles
JINOTEGA,5/19/2019,2019,5,13.56280041,-85.76139832,579,CATURRA,Hojas Nuevas Mayor al 30%,887,15,1.69,Susceptibles
JINOTEGA,3/18/2019,2019,3,13.56280041,-85.76139832,579,CATURRA,Hojas Nuevas Mayor al 30%,786,24,3.05,Susceptibles
JINOTEGA,9/17/2019,2019,9,13.60079956,-85.57510376,548,CATURRA,Fruto Consistente,956,47,4.92,Susceptibles
JINOTEGA,02/07/2019,2019,2,13.56280041,-85.76139832,579,CATURRA,Hojas Nuevas Mayor al 30%,688,32,4.65,Susceptibles
JINOTEGA,11/19/2019,2019,11,13.56280041,-85.76139832,579,CATURRA,Madurez Fisiol¢gica,798,68,8.52,Susceptibles
MATAGALPA,07/09/2019,2019,7,13.22295189,-85.68752289,993,CATURRA,Fruto Consistente,1046,31,2.96,Susceptibles
JINOTEGA,03/12/2019,2019,3,13.21590042,-85.91249847,1014,CATURRA,Floraci¢n,951,34,3.58,Susceptibles
JINOTEGA,05/02/2019,2019,5,13.21590042,-85.91249847,1014,CATURRA,Hojas Nuevas Mayor al 30%,745,46,6.17,Susceptibles
JINOTEGA,9/16/2019,2019,9,13.56280041,-85.76139832,579,CATURRA,Fruto Consistente,810,23,2.84,Susceptibles
CARAZO,05/08/2019,2019,5,11.8731575,-86.20292664,566,CATURRA,Hojas Nuevas Mayor al 30%,751,0,0,Susceptibles
CARAZO,11/25/2019,2019,11,11.8731575,-86.20292664,566,CATURRA,Madurez Fisiol¢gica,833,8,0.96,Susceptibles
CARAZO,06/11/2019,2019,6,11.8731575,-86.20292664,566,CATURRA,Fruto Consistente,789,0,0,Susceptibles
MATAGALPA,01/11/2019,2019,1,13.22295189,-85.68752289,993,CATURRA,Madurez Fisiol¢gica,869,307,35.33,Susceptibles
MATAGALPA,02/07/2019,2019,2,13.22295189,-85.68752289,993,CATURRA,Hojas Nuevas Mayor al 30%,896,231,25.78,Susceptibles
JINOTEGA,1/23/2019,2019,1,13.56280041,-85.76139832,579,CATURRA,Hojas Nuevas Mayor al 30%,685,80,11.68,Susceptibles
JINOTEGA,6/19/2019,2019,6,13.56280041,-85.76139832,579,CATURRA,Fruto Consistente,1044,10,0.96,Susceptibles
JINOTEGA,8/19/2019,2019,8,13.56280041,-85.76139832,579,CATURRA,Fruto Consistente,887,66,7.44,Susceptibles
CARAZO,2/13/2019,2019,2,11.8731575,-86.20292664,566,CATURRA,Hojas Nuevas Mayor al 30%,1020,0,0,Susceptibles
MATAGALPA,07/08/2019,2019,7,13.16601563,-85.72725677,882,CATURRA,Fruto Consistente,995,7,0.7,Susceptibles
MATAGALPA,06/12/2019,2019,6,13.16601563,-85.72725677,882,CATURRA,Hojas Nuevas Mayor al 30%,857,8,0.93,Susceptibles
MATAGALPA,03/07/2019,2019,3,13.16601563,-85.72725677,882,CATURRA,Floracion Loca,773,129,16.69,Susceptibles
MATAGALPA,11/11/2019,2019,11,12.96561432,-85.87489319,960,CATURRA,Madurez Fisiol¢gica,858,106,12.35,Susceptibles
MATAGALPA,01/11/2019,2019,1,13.16601563,-85.72725677,882,CATURRA,Madurez Fisiol¢gica,760,208,27.37,Susceptibles
NUEVA SEGOVIA,05/09/2019,2019,5,13.95339966,-86.15419769,842,CATURRA,Fruto Consistente,946,33,3.49,Susceptibles
NUEVA SEGOVIA,4/15/2019,2019,4,13.95339966,-86.15419769,842,CATURRA,Hojas Nuevas Mayor al 30%,923,37,4.01,Susceptibles
MATAGALPA,08/07/2019,2019,8,13.20180035,-85.5490036,722,CATURRA,Fruto Consistente,710,27,3.8,Susceptibles
NUEVA SEGOVIA,10/26/2019,2019,10,13.58880043,-86.08329773,941,CATURRA,Madurez Fisiol¢gica,964,31,3.22,Susceptibles
JINOTEGA,10/18/2019,2019,10,13.56280041,-85.76139832,579,CATURRA,Madurez Fisiol¢gica,920,40,4.35,Susceptibles
JINOTEGA,07/10/2019,2019,7,13.56280041,-85.76139832,579,CATURRA,Fruto Consistente,943,21,2.23,Susceptibles
JINOTEGA,4/17/2019,2019,4,13.56280041,-85.76139832,579,CATURRA,Floraci¢n,785,10,1.27,Susceptibles
MATAGALPA,12/13/2019,2019,12,13.22295189,-85.68752289,993,CATURRA,Madurez Fisiol¢gica,988,239,24.19,Susceptibles
JINOTEGA,08/02/2019,2019,8,13.21590042,-85.91249847,1014,CATURRA,Fruto Consistente,868,61,7.03,Susceptibles
MATAGALPA,08/06/2019,2019,8,13.16601563,-85.72725677,882,CATURRA,Fruto Consistente,1032,8,0.78,Susceptibles
MATAGALPA,09/06/2019,2019,9,13.16601563,-85.72725677,882,CATURRA,Fruto Consistente,1090,13,1.19,Susceptibles
MATAGALPA,03/12/2019,2019,3,12.96561432,-85.87489319,960,CATURRA,Hojas Nuevas Mayor al 30%,695,71,10.22,Susceptibles
MATAGALPA,04/05/2019,2019,4,13.16601563,-85.72725677,882,CATURRA,Floraci¢n Principal,770,23,2.99,Susceptibles
JINOTEGA,3/19/2019,2019,3,13.26154156,-85.9051379,964,MARSELLESA,Hojas Nuevas Mayor al 30%,627,206,32.85,Resistentes
JINOTEGA,07/05/2019,2019,7,13.26154156,-85.9051379,964,MARSELLESA,Fruto Consistente,661,22,3.33,Resistentes
JINOTEGA,4/20/2019,2019,4,13.26154156,-85.9051379,964,MARSELLESA,Floraci¢n,513,56,10.92,Resistentes
JINOTEGA,08/09/2019,2019,8,13.26154156,-85.9051379,964,MARSELLESA,Fruto Consistente,659,40,6.07,Resistentes
JINOTEGA,1/31/2019,2019,1,13.26154156,-85.9051379,964,MARSELLESA,Madurez Fisiol¢gica,972,190,19.55,Resistentes
JINOTEGA,9/20/2019,2019,9,13.26154156,-85.9051379,964,MARSELLESA,Madurez Fisiol¢gica,711,138,19.41,Resistentes
JINOTEGA,10/18/2019,2019,10,13.26154156,-85.9051379,964,MARSELLESA,Madurez Fisiol¢gica,690,164,23.77,Resistentes
JINOTEGA,05/03/2019,2019,5,13.26154156,-85.9051379,964,MARSELLESA,Floraci¢n,583,64,10.98,Resistentes
JINOTEGA,11/12/2019,2019,11,13.26154156,-85.9051379,964,MARSELLESA,Madurez Fisiol¢gica,727,220,30.26,Resistentes
JINOTEGA,6/18/2019,2019,6,13.26154156,-85.9051379,964,MARSELLESA,Fruto Consistente,831,24,2.89,Resistentes
JINOTEGA,2/13/2019,2019,2,13.26154156,-85.9051379,964,MARSELLESA,Hojas Nuevas Mayor al 30%,791,480,60.68,Resistentes
JINOTEGA,12/16/2019,2019,12,13.26154156,-85.9051379,964,MARSELLESA,Madurez Fisiol¢gica,667,287,43.03,Resistentes
MATAGALPA,04/12/2019,2019,4,12.98027515,-85.55622864,624,MEZCLA,Floraci¢n Principal,545,14,2.57,Susceptibles
MATAGALPA,10/04/2019,2019,10,12.98027515,-85.55622864,624,MEZCLA,Madurez Fisiol¢gica,907,36,3.97,Susceptibles
MATAGALPA,3/13/2019,2019,3,12.98027515,-85.55622864,624,MEZCLA,Floracion Loca,668,34,5.09,Susceptibles
MATAGALPA,04/10/2019,2019,4,13.170477,-85.72478,905,MEZCLA,Hojas Nuevas Mayor al 30%,555,8,1.44,Susceptibles
MATAGALPA,07/03/2019,2019,7,13.22855473,-85.54843903,641,MEZCLA,Fruto Consistente,632,0,0,Susceptibles
MATAGALPA,12/10/2019,2019,12,12.98027515,-85.55622864,624,MEZCLA,Madurez Fisiol¢gica,650,71,10.92,Susceptibles
JINOTEGA,2/14/2019,2019,2,13.34143639,-86.00563049,629,MEZCLA,Madurez Fisiol¢gica,908,37,4.07,Susceptibles
JINOTEGA,09/09/2019,2019,9,13.34143639,-86.00563049,629,MEZCLA,Fruto Consistente,1270,4,0.32,Susceptibles
MANAGUA,2/26/2019,2019,2,12.00879955,-86.28150177,914,MEZCLA,Hojas Nuevas Mayor al 30%,692,173,25,Susceptibles
BOACO,01/11/2019,2019,1,12.54419994,-85.646698,551,MEZCLA,Madurez Fisiol¢gica,882,6,0.68,Susceptibles
BOACO,05/06/2019,2019,5,12.54419994,-85.646698,551,MEZCLA,Hojas Nuevas Mayor al 30%,534,0,0,Susceptibles
BOACO,11/13/2019,2019,11,12.54419994,-85.646698,551,MEZCLA,Madurez Fisiol¢gica,843,31,3.68,Susceptibles
BOACO,3/25/2019,2019,3,12.54419994,-85.646698,551,MEZCLA,Hojas Nuevas Mayor al 30%,778,15,1.93,Susceptibles
MANAGUA,10/26/2019,2019,10,12.00879955,-86.28150177,914,MEZCLA,Hojas Nuevas Mayor al 30%,884,15,1.7,Susceptibles
MANAGUA,05/10/2019,2019,5,12.00879955,-86.28150177,914,MEZCLA,Fruto Consistente,1238,42,3.39,Susceptibles
MATAGALPA,2/23/2019,2019,2,13.170477,-85.72478,905,MEZCLA,Floraci¢n,918,35,3.81,Susceptibles
MATAGALPA,08/12/2019,2019,8,13.170477,-85.72478,905,MEZCLA,Fruto Consistente,634,0,0,Susceptibles
NUEVA SEGOVIA,02/08/2019,2019,2,13.77530003,-86.62670135,1190,MEZCLA,Hojas Nuevas Mayor al 30%,769,114,14.82,Susceptibles
NUEVA SEGOVIA,4/30/2019,2019,4,13.78542423,-86.56028748,1176,MEZCLA,Floraci¢n Principal,997,8,0.8,Susceptibles
NUEVA SEGOVIA,6/25/2019,2019,6,13.78542423,-86.56028748,1176,MEZCLA,Fruto Consistente,1102,9,0.82,Susceptibles
JINOTEGA,03/07/2019,2019,3,13.26519966,-86.16269684,1174,MEZCLA,Floraci¢n,860,82,9.53,Susceptibles
JINOTEGA,04/08/2019,2019,4,13.34143639,-86.00563049,629,MEZCLA,Hojas Nuevas Mayor al 30%,746,16,2.14,Susceptibles
JINOTEGA,01/10/2019,2019,1,13.26519966,-86.16269684,1174,MEZCLA,Madurez Fisiol¢gica,770,173,22.47,Susceptibles
JINOTEGA,09/05/2019,2019,9,13.26519966,-86.16269684,1174,MEZCLA,Fruto Consistente,780,179,22.95,Susceptibles
JINOTEGA,11/08/2019,2019,11,13.26519966,-86.16269684,1174,MEZCLA,Madurez Fisiol¢gica,860,111,12.91,Susceptibles
JINOTEGA,10/14/2019,2019,10,13.26519966,-86.16269684,1174,MEZCLA,Fruto Consistente,1010,104,10.3,Susceptibles
MATAGALPA,08/05/2019,2019,8,13.22855473,-85.54843903,641,MEZCLA,Fruto Consistente,581,0,0,Susceptibles
MATAGALPA,01/10/2019,2019,1,13.22855473,-85.54843903,641,MEZCLA,Madurez Fisiol¢gica,692,12,1.73,Susceptibles
MATAGALPA,02/07/2019,2019,2,13.22855473,-85.54843903,641,MEZCLA,Floraci¢n,790,10,1.27,Susceptibles
JINOTEGA,9/17/2019,2019,9,13.49770737,-85.58480835,631,MEZCLA,Fruto Consistente,934,27,2.89,Susceptibles
JINOTEGA,05/02/2019,2019,5,13.26519966,-86.16269684,1174,MEZCLA,Floraci¢n Principal,866,50,5.77,Susceptibles
JINOTEGA,12/11/2019,2019,12,13.34143639,-86.00563049,629,MEZCLA,Madurez Fisiol¢gica,1068,5,0.47,Susceptibles
JINOTEGA,08/06/2019,2019,8,13.49770737,-85.58480835,631,MEZCLA,Fruto Consistente,910,5,0.55,Susceptibles
JINOTEGA,7/17/2019,2019,7,13.49770737,-85.58480835,631,MEZCLA,Fruto Consistente,1065,7,0.66,Susceptibles
BOACO,07/05/2019,2019,7,12.54419994,-85.646698,551,MEZCLA,Hojas Nuevas Mayor al 30%,755,0,0,Susceptibles
RACN,11/07/2019,2019,11,13.28820038,-85.3993988,542,MEZCLA,Madurez Fisiol¢gica,692,0,0,Susceptibles
