Fecha_median;num_mes;ano;incidencia
18/05/2016;5;2016;9.864729809
22/06/2016;6;2016;7.261412976
18/07/2016;7;2016;7.810089163
24/08/2016;8;2016;8.820819284
21/09/2016;9;2016;4.610077319
19/10/2016;10;2016;10.77861239
23/04/2017;4;2017;0.43
23/05/2017;5;2017;0
24/06/2017;6;2017;0
19/07/2017;7;2017;0.64
18/08/2017;8;2017;0.78
22/09/2017;9;2017;0
19/10/2017;10;2017;0
23/11/2017;11;2017;1.95
13/12/2017;12;2017;0.29
26/01/2018;1;2018;0.91
22/02/2018;2;2018;1.62
