Date;Tair;Tmin;Tmax;Rain;Pressure;WindSpeed;RH;RAD
08/09/2016;22.12;18.78;26.58;0.57;912.9;1.71;82.2;20.75
09/09/2016;22.81;19.05;28.1;1.6;912.6;1.37;81.05;23.25
10/09/2016;23.3;20.24;28.61;4.14;913.3;1.07;85.07;23.59
11/09/2016;23.07;20.34;27.95;5.3;913.2;1.14;84.65;21.85
12/09/2016;22.24;19.9;26.26;7.99;911.9;0.92;86.73;18.15
13/09/2016;21.91;19.48;25.34;13.78;911.5;0.61;88.81;16.13
14/09/2016;22.68;20.14;27.22;9.3;911.7;0.76;88.55;19.31
15/09/2016;22.61;20.27;26.19;2.34;911.9;0.92;89.92;16.83
16/09/2016;22.94;19.41;27.62;5.78;911.8;0.94;84.06;21.01
17/09/2016;22.66;19.5;27.5;6.57;912.4;1.3;81.47;18.98
18/09/2016;22.46;19.32;27.31;7.09;912.3;1.57;85.01;24.29
19/09/2016;22.14;19.78;26.33;5.33;912.3;1.71;88.7;20.14
20/09/2016;22.14;19.63;26.04;2.98;911.9;1.34;89.17;18.47
21/09/2016;22.55;19.66;27.4;3.4;911.2;1.28;84.14;23.54
22/09/2016;22.18;18.01;27.74;10.06;911.5;0.87;78.56;17.14
23/09/2016;21.64;18.45;26.27;18;912.1;0.86;88.41;15.2
24/09/2016;22.02;18.6;26.7;13.15;912.4;1.06;86.81;19.6
25/09/2016;21.72;19;25.57;6.88;912.3;0.94;85.57;21.07
26/09/2016;22.31;19.05;26.88;8.03;911;0.97;86.96;19.74
27/09/2016;22.26;18.79;27.11;3.25;910.9;1.02;83.24;22.13
28/09/2016;22.63;18.38;27.64;1.65;912.9;0.99;79.99;23.35
29/09/2016;22.55;19.48;27.6;5.48;914;1.49;82.47;24.06
30/09/2016;21.89;18.81;26.79;6.57;913.6;1.63;86.46;21.47
01/10/2016;20.87;17.91;25.18;2.17;912.6;1.56;85.37;21.45
02/10/2016;21.3;17.6;26.36;2.9;911.3;1.57;86.08;18.67
03/10/2016;21.7;16.79;27.05;0.62;910;0.92;78.51;23.16
04/10/2016;22.63;17.92;28.23;2.27;909.8;0.58;80.49;23.17
05/10/2016;22.9;18.6;28.3;0.52;910;0.9;78.72;22.82
06/10/2016;22.52;18.58;27.9;2.95;909.4;1.12;79.85;23.11
07/10/2016;22.1;18.77;26.98;1.67;909.7;1.18;83.24;23.81
08/10/2016;21.84;18.63;26.77;9.34;910;0.93;88.51;19.04
09/10/2016;21.99;18.91;26.83;9.3;911.7;1.62;84.23;18.82
10/10/2016;21.77;18.99;26.02;6.92;912.6;1.7;88.91;14.37
11/10/2016;21.97;19.51;25.81;7.17;912.5;2.02;91.04;21.54
12/10/2016;21.27;18.01;26.01;2.38;911.9;2.23;86.73;13.91
13/10/2016;21.06;17.13;26.12;2.91;912;1.9;86.23;19.67
14/10/2016;21.82;18.61;26.81;3.22;912.6;1.5;86.98;13.47
15/10/2016;21.65;19.21;25.71;2.79;911.8;1.55;88.58;15.21
16/10/2016;21.61;19.18;25.82;4.53;910.9;1.68;88.39;15.74
17/10/2016;21.78;18.29;26.79;8.04;909.5;1.23;89.37;16.15
18/10/2016;21.26;19.03;24.1;8.22;909.6;1.24;94.12;16.4
19/10/2016;21.53;20.01;24.28;13.46;909.4;0.93;94.06;11.89
20/10/2016;21.83;18.86;26.13;13.73;909.5;1.17;89.52;13.56
21/10/2016;21.3;18.34;25.58;1.35;910.7;1.47;86.53;20.5
22/10/2016;20.39;16.63;25.24;0.12;912.8;1.72;83.19;20.07
23/10/2016;20.93;17.35;26.07;0.41;914;2.22;85.6;16.3
24/10/2016;20.65;17.25;25.36;2.22;914.3;2.29;85.89;14.65
25/10/2016;20.28;17.63;24.96;6.28;912.7;2.58;89.12;13.26
26/10/2016;19.88;17.3;24.13;3.52;912.1;2.13;86.37;12.86
27/10/2016;19.79;16.04;24.44;0.56;911.3;2.56;85.22;19.92
28/10/2016;19.47;16.95;23.21;0.95;911.4;2.13;84.32;18.6
29/10/2016;20.44;16.22;26.25;0;911.9;1.36;80.88;23.1
30/10/2016;20.62;16.78;25.05;0.05;912.6;1.31;86.92;19.41
31/10/2016;21.43;18.04;26.18;2.1;911.3;1.99;87.47;9.16
01/11/2016;20.93;18.13;25.32;3.9;911.5;1.35;89.94;9.93
02/11/2016;21.03;18.31;25.24;5.09;911.7;1.35;91;13.24
03/11/2016;20.54;18.68;23.93;5.54;912.1;1.96;92.83;16.02
04/11/2016;20.2;18.42;23.5;5.84;912.7;2.35;92.67;17.27
05/11/2016;19.91;17.24;24.07;5.69;913.7;2.33;89.3;16.81
06/11/2016;20.35;17.53;25.27;4.01;913.5;2.14;88.89;11.25
07/11/2016;19.53;16.69;24.19;1.43;913.1;2.29;86.97;12.27
08/11/2016;20.11;15.7;25.38;0.23;912.4;1.97;85.42;18.06
09/11/2016;21.48;17.34;26.72;0.16;911.8;1.56;84.57;13.91
10/11/2016;21.59;17.77;26.49;0.19;913.2;1.84;84.96;16.75
11/11/2016;21.75;18.38;26.61;0.36;913.2;1.89;84.28;19.59
12/11/2016;21.06;17.9;25.87;1.12;913.2;1.99;85.27;19.01
13/11/2016;20.83;17.71;25.65;0.6;913.1;1.95;83.13;17.63
14/11/2016;19.61;17.69;22.64;1.19;912.8;1.94;87.49;13.65
15/11/2016;19.79;17.11;24.17;0.53;911.6;2.45;85.32;20.26
16/11/2016;20.02;16.24;24.97;2.68;911.2;2.11;86.18;15.04
17/11/2016;19.94;17.47;24.62;4.56;911.2;2.68;88.55;11.68
18/11/2016;19.79;17.02;24.79;2.15;911.9;2.61;88.12;13.96
19/11/2016;19.18;17.11;22.92;3.54;913.7;3.8;86.85;10.7
20/11/2016;18.79;16.47;22.72;9.1;914.3;4.29;87.67;10.61
21/11/2016;17.43;14.97;21.61;3.94;914;3.4;86.28;16.91
22/11/2016;17.64;14.19;22.58;2.41;912.9;2.61;86.91;14.23
23/11/2016;19.26;15.31;24.58;0.53;912.6;2.11;86.53;16.2
24/11/2016;20.45;17.98;24.77;4.03;912.9;3.05;88.71;10.59
25/11/2016;20.96;19.23;23.75;6.44;912.7;3.03;93.27;10.59
26/11/2016;20.57;17.86;24.21;7.86;913.3;2.88;90.95;11.42
27/11/2016;19.41;16.87;23.58;1.28;913;2.9;86.86;11.71
28/11/2016;20.86;16.56;26.89;0.15;910.2;1.18;81.81;20.17
29/11/2016;22.11;16.71;28.46;0;908.9;0.96;78.45;18.13
30/11/2016;23;18.5;29.09;0;909.3;0.77;75.82;20.63
01/12/2016;22.19;18.22;27.44;0.02;911;1.17;80.78;18.65
02/12/2016;21.69;18.64;26.86;0.42;912.2;1.5;80.8;18.65
03/12/2016;21.63;17.25;27.8;0.4;911.5;1.02;78.01;18.96
04/12/2016;22.66;18.31;28.37;0.44;910.2;0.86;79.05;15.98
05/12/2016;22.9;18.13;29.1;0.34;910.5;1.35;79.37;10.85
06/12/2016;23.28;18.86;29.29;0.02;911.7;1.16;74.87;17.87
07/12/2016;22.46;17.98;27.93;0.01;912.5;1.37;77.55;16.15
08/12/2016;21.78;17.43;27.88;3.81;913.3;1.6;73.3;19.59
09/12/2016;20.4;17.81;25.2;12.69;914.9;2.24;85.62;18.01
10/12/2016;19.27;16.86;23.6;3.8;915.3;2.7;87.63;11.3
11/12/2016;20.37;17.49;25.08;0.67;913.9;2.7;83.52;15.77
12/12/2016;20.43;18.31;24.71;2.94;913.1;1.8;88.16;9.61
13/12/2016;20.79;17.52;25.8;0.41;913.1;1.33;85.24;11.76
14/12/2016;21.78;18.08;27.2;0.58;913.3;1.58;82.63;14.67
15/12/2016;20.62;17.92;24.4;1.6;914.6;2.38;87.42;12.06
16/12/2016;20.41;17.09;25.31;1.92;914.7;2.12;86.49;15.66
17/12/2016;21.61;17.44;27.95;0.09;912.9;1.34;77.69;18.72
18/12/2016;21.37;15.32;28.35;0.04;913.4;1.5;76.01;18.95
19/12/2016;21.23;17.5;26.48;2.4;915.1;2.68;81.22;17.9
20/12/2016;20.46;18.26;24.88;9.42;915;3.64;86.42;14.3
21/12/2016;19.23;16.7;23.64;6.18;914.6;3.2;87.26;17.46
22/12/2016;18.91;16.9;23.05;4.12;915;3.21;86.92;10.85
23/12/2016;19.32;16.99;23.99;7.74;914.3;2.89;88;15.13
24/12/2016;19.96;16.51;25.35;1.28;913.8;2.13;85.38;13.78
25/12/2016;20.43;16.74;25.5;0.54;913.8;1.9;82.73;13.36
26/12/2016;20.8;17.32;26.1;0.95;913.9;2.04;85.08;15.53
27/12/2016;20.37;16.92;25.76;0.57;914.1;2.35;82.23;19.6
28/12/2016;19.91;16.64;24.97;0.34;913.8;2.62;81.44;19.03
29/12/2016;19.74;16.46;24.86;1.26;914.1;2.56;83.75;18.14
30/12/2016;19.26;16.21;23.92;3.44;914.8;3.03;85.53;9.89
31/12/2016;19.08;14.58;25.55;0.09;914.1;1.84;75.66;20.97
01/01/2017;20.96;14.93;28.32;0;913.1;1.19;72.94;20.56
02/01/2017;21.34;15.27;28.71;0;912.4;1.18;69.31;20.45
03/01/2017;21.33;17.06;27.86;0;911.7;1.34;73.75;20.48
04/01/2017;20.99;16.2;27.51;0;911.8;1.38;76.07;15.51
05/01/2017;21.41;16.8;27.88;0;911.3;1.55;72.68;19.35
06/01/2017;21.97;15.49;29.41;0.05;910.9;0.86;68.34;20.36
07/01/2017;21.11;17.54;26.76;1.07;914.9;2.21;78.09;14.41
08/01/2017;18.23;15.55;21.86;7.13;917.9;4.55;89.93;10.72
09/01/2017;16.28;14.25;19.87;3;918.5;4.63;87.43;11.24
10/01/2017;17.18;14.39;21.91;2.35;915.9;3.57;84.99;19.35
11/01/2017;18.34;14.38;23.87;0.63;914.7;2.43;82.67;15.14
12/01/2017;19.36;15.22;25.6;0;914.9;2.41;75.56;19.43
13/01/2017;18.97;15.4;24.64;1.16;916.2;2.98;77.3;21.09
14/01/2017;18.47;15.27;23.25;7.84;915.6;2.92;82.89;17.69
15/01/2017;18.74;15.99;23.81;15.48;914.1;2.13;85.23;13.87
16/01/2017;19.7;14.98;26.27;0.02;913.3;1.54;74.48;19.18
17/01/2017;20.38;15.82;26.44;0.09;913.6;1.41;79.02;17.94
18/01/2017;20.8;15.9;27.52;0.02;913.8;1.41;69.75;21.03
19/01/2017;21.48;16.62;27.93;0.03;912.6;0.76;71.96;17.28
20/01/2017;21.65;15.27;29.43;0;911.5;1.67;66.99;18.6
21/01/2017;20.95;15.05;28.39;0;911.5;2.19;64.44;20.95
22/01/2017;21.57;14.82;29.84;0.01;910;1.59;66.63;22.12
23/01/2017;19.27;13.76;25.99;0;912.9;2.02;70.49;22.27
24/01/2017;19.11;11.91;27.85;0;913.3;0.86;64.06;22.73
25/01/2017;21.34;13.93;30.18;0;912.4;1.16;55.69;22.68
26/01/2017;21.65;14.72;30.46;0;913.2;1.21;59.34;22.53
27/01/2017;20.83;15.69;27.5;0;913.8;1.79;74.06;19.6
28/01/2017;21.75;16.65;28.74;0.13;912.9;1.61;73.05;21.31
29/01/2017;20.17;16.55;25.36;1.32;915.1;2.89;79.69;17.93
30/01/2017;17.9;14.69;23;5.88;916.6;3.56;86.12;10.57
31/01/2017;17.99;14.27;24.16;0.4;916.1;2.84;80.53;15.63
01/02/2017;20.58;15.1;27.67;0;914.1;2;74.68;20.02
02/02/2017;20.8;16.19;27.17;0.3;914;2.35;73.96;22.33
03/02/2017;20.27;16.18;26.18;1.72;914.7;2.72;78.81;19.32
04/02/2017;20.16;16.68;25.77;2.54;914;3.05;82.1;13.93
05/02/2017;21.41;17.76;27.27;1.99;913.1;2.58;79.99;16.64
06/02/2017;21.2;17.26;27.25;2.04;913;2.13;78.1;17.38
07/02/2017;22.2;17.17;29.58;0.31;911.9;1.35;68.63;22.81
08/02/2017;22.84;16.56;30.59;0;911.3;0.97;61.98;21.92
09/02/2017;22.15;16.85;29.13;0.05;914.1;2.01;71.74;21.89
10/02/2017;21.39;17.67;27.15;1.82;916.4;3.05;75.23;20.43
11/02/2017;20.24;16.63;26.27;3.53;915.7;2.63;77.9;21.8
12/02/2017;20.33;15.83;26.53;0.33;914.5;2.36;75.77;15.19
13/02/2017;20.97;16.16;27.84;0.02;913.2;1.84;64.78;23.95
14/02/2017;22.41;16.66;30.15;0.01;911.4;0.62;60.34;23.59
15/02/2017;22.36;14.83;30.8;0;912.1;1.39;57.55;21.34
16/02/2017;22.09;16.81;29.01;0.01;914;1.4;64.34;18.77
17/02/2017;22.17;16.3;29.27;0.02;913.3;0.92;67.09;18.81
18/02/2017;23.15;17.11;30.84;0;911.6;1.21;65.51;20.94
19/02/2017;23.6;17.62;31.25;0;911.8;1.07;59.74;22.15
20/02/2017;23.54;16.48;31.63;0;912.5;0.93;58.98;20.45
21/02/2017;23.31;17.09;31.45;0.06;912.1;1.33;63.09;22.43
22/02/2017;21.53;16.98;27.61;0.66;911.3;1.55;70.45;14.63
23/02/2017;22.17;15.3;30.22;0.14;909.4;1.31;59.55;22.59
24/02/2017;23.55;17.15;32.02;0;909.1;1.81;60.87;22.05
25/02/2017;23.8;16.31;32.18;0;910.8;1.1;56.62;24.2
26/02/2017;22.31;16.85;29.92;0;912.9;1.97;57.58;24.78
27/02/2017;22.42;17.12;29.52;0.32;913.8;1.77;68.55;21.57
28/02/2017;22.84;16.61;30.9;0.94;913.9;1.7;60.17;25.1
01/03/2017;23.56;17.34;31.2;0.06;913;1.69;63.01;20.58
02/03/2017;23;18.15;30.59;1.24;913.4;2.56;61.02;23.73
03/03/2017;20.92;17.22;27.02;6.32;915.3;3.51;77.94;18.55
04/03/2017;20.73;16.6;27.31;2.34;915.2;3.44;68.05;25.18
05/03/2017;21;16.92;27.58;0.81;913.7;3.1;68.74;24.11
06/03/2017;21.92;17.1;28.43;0.25;913.1;2.53;68.19;23.58
07/03/2017;22.89;17.64;30.59;0.6;913.4;2.04;63.94;24.22
08/03/2017;22.37;17.29;29.83;0.34;914.8;2.57;67.1;20.98
09/03/2017;21.65;17.02;28.39;0.27;914;2.99;71.59;19.32
10/03/2017;22.31;17.93;29.07;2.46;913.1;2.45;71.49;14.36
11/03/2017;22.21;18;29.15;8.52;913.1;1.83;74.15;17.33
12/03/2017;22.7;18.01;29.38;1.42;912.4;1.3;73.7;19.42
13/03/2017;22.91;18.81;29.18;0.8;911.9;1.24;74.52;18.74
14/03/2017;21.7;18.5;27.85;1.46;914.7;2.43;74.77;18.36
15/03/2017;20.4;17.49;25.32;13.27;915.7;3.23;84.44;11.17
16/03/2017;18.76;16.03;23.62;3.45;916.9;3.69;80.99;16.2
17/03/2017;19.16;15.54;25.71;1.27;916.5;3.39;77.07;16.57
18/03/2017;19.29;16.71;24.65;2.93;916.6;3.58;83.74;12.59
19/03/2017;19.08;15.44;25.12;0.25;916.8;3.69;71.87;21.48
20/03/2017;18.99;15.2;25.69;2.78;916.5;3.05;74.54;18.05
21/03/2017;19.63;13.85;27.54;0;915.3;2.39;63.28;25.77
22/03/2017;19.77;14;27.3;0.06;914.5;2.55;63.71;26.02
23/03/2017;19.41;14.95;26.48;0.74;915.2;2.74;69.66;24.49
24/03/2017;20.25;14.14;28.43;0;914.6;2.06;59.33;27.24
25/03/2017;21.79;15.6;30.2;0;913.1;1.52;64.37;25.35
26/03/2017;22.28;16.07;30.8;0;912.4;1.12;56.97;26.56
27/03/2017;23.3;15.3;32.6;0;911.1;0.77;56.04;24.57
28/03/2017;24.15;17.06;32.11;0;910.8;0.67;60.19;19.54
29/03/2017;25.2;18.67;33.31;0;909.9;0.83;60.32;20.4
30/03/2017;25.67;18.86;34.29;0;909.8;1.34;57.71;21.55
31/03/2017;25.54;19.38;32.77;0;910.7;1.24;59.3;21.32
01/04/2017;26.83;20.57;34.66;0;910.9;1.07;53.95;22.62
02/04/2017;26.97;19.38;36.12;0.07;910.5;1.41;50.26;26.33
03/04/2017;27.01;20.29;35.55;0.63;909.2;1.31;56.22;25.32
04/04/2017;27.21;22.17;34.51;1.4;909;0.76;58.66;19.8
05/04/2017;27.48;20.55;35.99;0.14;910;1.11;51.32;25.08
06/04/2017;25.77;20.44;33.35;0.03;912.3;2.32;58.56;25.42
07/04/2017;23.68;19.1;30.86;0.21;913.5;2.84;66.72;24.06
08/04/2017;23.1;17.71;30.67;0.28;913;2.56;63.43;24.01
09/04/2017;24.06;18.13;31.47;0;912.2;1.84;60.38;21.96
10/04/2017;23.89;18.27;31.86;0.08;912.2;2.33;58.62;24.26
11/04/2017;23.01;18.09;30.47;0.53;912.3;2.31;63.42;21.3
12/04/2017;21.57;18.07;27.6;1.96;912.5;2.66;72.64;16.95
13/04/2017;22;16.96;29.41;0.27;912.6;2.64;62.92;22.2
14/04/2017;22.23;17.13;29.52;0.4;912.6;2.74;65.78;22.65
15/04/2017;22.69;17.36;30.37;0.27;912.8;2.47;66.09;22.33
16/04/2017;23.11;16.97;30.46;0.44;912.6;2.07;63;24.58
17/04/2017;23.69;18.52;30.85;3.08;911.8;1.29;67.49;23.15
18/04/2017;22.63;19.1;28.16;14.01;911.6;0.83;80.28;21.73
19/04/2017;23.1;17.88;30.79;6.07;912.3;1.86;67;24.1
20/04/2017;22.99;19.3;29.13;4.91;911.9;1.09;69.14;19.63
21/04/2017;24.09;18.23;31.39;2.69;910.2;0.45;64.16;25.35
22/04/2017;25.65;18.68;33.81;0.34;909.2;1.03;56.09;25.95
23/04/2017;24.76;20.07;31.11;0.17;910.2;1.27;64.12;19.27
24/04/2017;23.65;19.17;29.86;1.32;911;1.7;70.34;16.68
25/04/2017;24.06;18.92;29.88;0.16;910.2;1.1;68.39;21.36
26/04/2017;27.02;19.59;35.87;0;908;2.14;55.71;24.79
27/04/2017;27.59;19.7;36.8;0.31;908;1.87;51.71;26.95
28/04/2017;25.1;21.27;30.9;10.99;909.7;1.35;71.39;21.28
29/04/2017;25.16;20.93;31.35;9.32;910;1.2;73.93;19.05
30/04/2017;25.37;20.51;31.76;6.32;910.2;1.16;73.22;25
01/05/2017;23.93;21.09;28.36;5.29;911;1.21;80.54;20.14
02/05/2017;23.69;20.26;28.64;3.16;911.2;1.27;78.35;19.31
03/05/2017;23.19;20.5;26.87;7.28;910.8;1;81.5;20.54
04/05/2017;23.11;19.62;27.13;14.22;910;0.83;84.02;20.41
05/05/2017;22.35;19.77;25.68;3.18;910.4;1.27;82.34;19.17
06/05/2017;22.01;17.6;28.15;1.27;912.2;1.71;73.01;18.35
07/05/2017;23.28;18.46;29.69;0.19;912;1.84;70.12;16.2
08/05/2017;23.33;18.86;29.98;0.3;911.6;2.32;71.74;16.77
09/05/2017;23.75;19.32;30.33;0.84;911.3;1.7;73.39;20.67
10/05/2017;22.84;20.27;27.17;4.64;911.2;1.03;85.13;17.92
11/05/2017;22.95;20.95;26.53;1.72;911.3;0.86;84.41;17.12
12/05/2017;23.39;19.74;29.04;21.61;910.6;0.63;82.02;17.97
13/05/2017;23.65;20.6;27.88;5.77;910.7;0.82;82.87;19.76
14/05/2017;23.75;20.28;28.95;5.61;911.8;0.78;77.82;19.64
15/05/2017;24.27;20.47;30.3;7.14;911.3;0.57;76.32;19.67
16/05/2017;24.59;20.1;30.35;0.56;910.9;1.01;71.95;23.43
17/05/2017;25.19;19.74;31.85;5.13;909.8;0.59;72.69;22.02
18/05/2017;24.14;20.97;29.26;16.23;909.1;0.62;81.16;21.15
19/05/2017;24.42;21.22;29.5;6.7;908.4;0.77;79.71;22.47
20/05/2017;23.89;20.77;28.6;15.07;908.8;0.69;82.35;20.78
21/05/2017;23.33;20.08;28.25;5.46;911.4;1.28;79.48;15.86
22/05/2017;22.95;19.15;27.72;8.97;912.1;1.05;79.93;14.97
23/05/2017;24.73;19.96;31.16;1.46;910.4;1.21;73.55;24.55
24/05/2017;24.37;19.72;30.65;3.08;909.6;1.21;79.02;19.63
25/05/2017;24.4;20.83;29.21;5.88;910.8;0.79;80.5;17.795
26/05/2017;23.58;21.2;26.98;8.81;912.5;0.98;83.19;15.96
27/05/2017;23.43;20.05;27.47;15.13;912.6;0.85;83.31;19.73
28/05/2017;23.86;20.65;28.3;3.64;912.4;0.64;79.87;23.06
29/05/2017;23.49;19.46;28.41;1.81;912.6;0.67;76.4;24.94
30/05/2017;23.39;19.3;28.6;8.19;912.8;0.85;79;21.26
31/05/2017;23.4;19.6;28.5;16.21;911.7;0.89;83.39;16.45
01/06/2017;23.04;19.92;27.65;7.04;911.3;1.28;84.01;22.22
02/06/2017;23.95;19.78;29.04;3.8;910.4;1.21;81.72;17.6
03/06/2017;23.88;20.62;28.14;0.63;910.6;0.78;79.41;18.63
04/06/2017;23.12;20.52;26.05;4.82;909.9;0.92;87.91;19.14
05/06/2017;23.82;21.06;26.91;3.92;909.8;0.79;84.33;16.11
06/06/2017;24.07;20.91;27.67;3.03;910.2;1.15;83.79;20.26
07/06/2017;24.58;20.73;29.49;5.11;910.9;0.73;76.9;18.56
08/06/2017;23.6;20.64;27.56;29.4;911.2;0.94;84.62;23.46
09/06/2017;23.27;20.71;26.85;14.46;911;0.87;84.88;16.09
10/06/2017;23.1;19.6;27.74;7.18;911.6;1.37;80.41;21.11
11/06/2017;22.82;18.36;27.98;2.93;912.2;1.22;82.92;16.02
12/06/2017;23.62;20.33;28.02;2.26;910.8;0.91;83.64;16.91
13/06/2017;23.51;19.97;28.67;5.04;910.1;0.9;82.49;17.8
14/06/2017;22;19.89;25.25;19.39;911.4;1.34;90.52;18.4
15/06/2017;21.5;19.8;24.14;14.39;911.8;0.77;91.16;10.63
16/06/2017;21.38;18.8;24.7;19.61;910.4;0.77;90.3;11.29
17/06/2017;21.63;19.79;24.3;6.42;908.6;1.14;92.98;15.39
18/06/2017;22;19.1;26.69;6.82;907.2;1.7;89.29;15.02
19/06/2017;21.93;19.68;24.87;21.89;907.7;2.21;89.5;12.12
20/06/2017;21.55;19.67;24.07;20.88;909.1;0.93;92.97;9.03
21/06/2017;21.85;18.75;25.56;10.72;910.4;0.92;86.17;14.09
22/06/2017;21.4;19.23;24.09;3.11;911.2;1.08;88.84;15.62
23/06/2017;22.04;18.8;26.14;1.39;910.7;1.02;85.77;20.56
24/06/2017;22.9;19.81;26.89;2.2;911.8;1.03;88.06;19.03
25/06/2017;22.75;20.24;26.91;2.63;912.9;1.41;86.99;16.54
26/06/2017;22.62;19.55;27.05;4.55;912.4;1.3;83.51;19.67
27/06/2017;22.94;19.83;27.64;10.6;911.9;1.05;81.7;19.4
28/06/2017;22.56;19;27.05;9.6;911.8;1.05;82.32;22.73
29/06/2017;22.96;19.92;27.75;1.16;912.2;1.36;81.26;25.35
30/06/2017;22.41;17.53;27.56;2.63;912.4;1.46;80.47;25.15
01/07/2017;22.67;19.73;26.67;7.18;912.9;1.86;88.51;17.71
02/07/2017;22.44;19.95;26.27;4.49;914;1.58;88.63;9.89
03/07/2017;22.26;19.34;26.81;3.22;913.8;1.94;84.86;24.83
04/07/2017;21.84;18.95;25.76;18.68;913.1;1.53;89.23;18.14
05/07/2017;22.11;19.01;26.46;15.25;912.9;1.06;87.82;15.4
06/07/2017;21.66;19.13;25.12;9.75;913.3;1.5;90.66;22.23
07/07/2017;22.38;18.94;26.95;4.72;913.1;1.2;86.47;18.58
08/07/2017;22.26;19.46;26.63;1.41;913.2;1.51;86.07;20.33
09/07/2017;22.38;18.63;27.45;0.7;913.4;1.58;82.95;23.85
10/07/2017;22.44;19.39;26.99;1.79;912.9;1.59;85.79;23.92
11/07/2017;22.11;18.9;26.5;7.94;912.4;1.67;89.18;17.81
12/07/2017;21.63;18.92;24.34;14.97;913.1;1.69;91.39;20.53
13/07/2017;20.61;17.23;24.79;10.61;914.1;0.97;87.75;7.48
14/07/2017;20.98;18.57;24.92;2.07;914.7;1.25;86.3;18.84
15/07/2017;21.61;18.65;25.83;5.46;914.2;1.58;88.83;24.21
16/07/2017;22.25;18.77;26.87;8.38;913.1;1.27;87.51;20.62
17/07/2017;22.58;18.91;27.11;12.33;912.4;1.39;86.01;19.23
18/07/2017;21.95;17.98;26.89;1.04;913.4;1.57;84.17;18.66
19/07/2017;22.21;19.05;26.58;1.35;914.3;1.75;85.15;23.5
20/07/2017;22.07;19.89;25.36;5.32;913.8;1.95;91.23;19.22
21/07/2017;21.6;18.81;24.73;0.62;913.2;1.58;91.18;13.3
22/07/2017;22.14;17.96;26.96;0.77;913.1;1.56;84.35;24.52
23/07/2017;22.72;19.39;27.33;1.04;912.1;1.23;86.16;19.91
24/07/2017;22.51;19.21;26.59;1.15;912.4;1.43;89.21;18.75
25/07/2017;22.42;18.93;26.67;1.92;913.4;1.67;87.73;19.75
26/07/2017;22.26;19.6;26.35;3.12;913.3;2.11;86.1;22.14
27/07/2017;21.95;19.02;26.08;4.53;912.5;1.8;88.7;22.6
28/07/2017;22.47;19.12;26.99;3.94;912.5;1.67;86.46;23.85
29/07/2017;22.93;19.64;27.54;25.61;912.7;1.02;84.44;23.32
30/07/2017;22.8;19.84;27.62;26.18;912.9;1.18;83.93;23.51
31/07/2017;22.16;18.52;26.35;17.79;913.1;1.26;81.44;23.64
01/08/2017;22.4;18.53;27.04;6.75;912.9;1.26;82.24;20.68
02/08/2017;22.61;18.42;27.37;5.4;913.3;1.23;85.73;22.46
03/08/2017;22.63;18.87;27.6;2.11;914.2;1.35;84.64;25.41
04/08/2017;22.76;19.81;26.4;2.82;913.7;1.59;87.87;20.43
05/08/2017;22.65;20.71;26.01;6.61;912.5;1.57;92.22;18.54
06/08/2017;22.52;19.83;26.43;2.74;911.5;1.4;89.26;19.37
07/08/2017;22.6;19.66;26.46;2.26;910.5;0.58;87.01;12.8
08/08/2017;22.75;19.58;26.56;0.29;910.4;1.14;86.08;19.96
09/08/2017;22.38;19.73;25.86;3.59;912;1.08;86.99;20.44
10/08/2017;21.27;18.44;24.73;6.57;914;1.2;86.45;23.43
11/08/2017;21.79;18.06;26.66;1.57;914;1.1;84.48;17.6
12/08/2017;22.13;18.73;26.42;1.46;913;1.7;87.03;20.4
13/08/2017;22.3;18.41;27.27;5.9;912.5;1.42;85.02;19.89
14/08/2017;21.81;17.03;27.05;10.35;911.9;1.11;84.8;20
15/08/2017;22.41;18.58;27.21;3.9;912.2;1.48;85.27;24.64
16/08/2017;22.68;19.12;27.42;0.33;912.7;1.54;84.8;20.66
17/08/2017;22.72;19.04;27.61;0.4;912.9;1.44;83.26;24.45
18/08/2017;22.31;18.52;27.12;0.48;912.8;1.87;83.51;26.65
19/08/2017;22;18.96;26.51;0.93;912.1;1.78;86.11;21.77
20/08/2017;21.62;17.85;26.25;9.61;911.5;1.66;86.75;18.83
21/08/2017;22.48;19.15;27.09;3.28;911.9;1.08;84.84;14.77
22/08/2017;23.07;19.46;27.85;1.19;912;0.84;84.31;22.51
23/08/2017;22.96;20.25;27.24;11;911;0.84;84.95;18.23
24/08/2017;22.83;19.15;27.25;5.61;909.3;0.84;86.01;22.23
25/08/2017;22.8;19.77;27.39;3.35;910.7;1.66;85.15;13.57
26/08/2017;22.87;19.17;27.22;0.65;912.3;1.05;82.07;21
27/08/2017;23.16;17.92;28.62;0.92;911.2;1.28;78.27;26.22
28/08/2017;23.03;18.54;28.41;0.33;911;0.96;78.87;26.33
29/08/2017;22.29;18.72;26.46;4.87;911.7;0.91;85.82;24.27
30/08/2017;22.94;19.3;27.9;8.96;912.1;1.11;83.56;20.56
31/08/2017;22.18;18.62;26.66;10.49;912.4;1.17;83.1;21.32
01/09/2017;22.7;18.13;27.76;9.36;912.6;1;82.16;24.18
02/09/2017;22.7;19.57;26.99;8.97;913.5;1.17;86.82;23.24
03/09/2017;21.86;19.79;25.19;14.22;913.5;1.51;90.92;16.59
04/09/2017;22.58;18.9;27.62;3.97;912.4;1.17;84.45;23.3
05/09/2017;23.05;19.05;27.63;2.8;911.8;0.83;85.57;23.73
