Date;Tair;Tmin;Tmax;Rain;Pressure;WindSpeed;RH;RAD
03/09/2018;22.75;18.91;28.02;7.41;910.8;1.12;81.54;24.52
04/09/2018;22.99;18.44;28.78;1.16;910.8;1.08;78.34;24.37
05/09/2018;23.15;18.98;28.72;1.78;911.2;1.4;79.95;18.11
06/09/2018;22.91;20.08;27.51;1.57;911.9;1.21;81.62;21
07/09/2018;23.35;19.04;29.09;0.72;911.7;1.07;75.56;20.99
08/09/2018;22.86;19.11;28.01;7.05;910.5;0.85;79.81;19.09
09/09/2018;21.82;19.69;24.69;8.28;909.7;0.62;91.86;14.22
10/09/2018;22.64;19.42;27.92;6.28;909.9;1.31;85.57;20.64
11/09/2018;23.04;19.13;28.78;10.49;911;1.02;81.66;22.12
12/09/2018;22.17;20.01;25.96;14.6;911;0.74;88.91;18.03
13/09/2018;22.89;18.97;28;0.32;910.6;1.08;82.29;22.1
14/09/2018;22.7;18.57;28.08;1.02;910.8;1.02;80.21;20.66
15/09/2018;22.86;19.4;27.56;1.52;910.7;0.98;82.8;17.54
16/09/2018;23.14;19.94;27.96;2.07;910.5;1.05;82.37;20.59
17/09/2018;23.15;19.48;28.83;1.12;910.9;1.56;80.36;25.59
18/09/2018;22.76;18.93;28.33;0.54;910.8;1.43;78.87;24.19
19/09/2018;22.92;19.7;28.52;1.86;910.5;1.3;80.88;19.03
20/09/2018;22.31;18.51;27.92;13.45;911;1.27;86.85;18.48
21/09/2018;21.88;19.39;25.99;5.86;911.5;1.56;88.74;20.75
22/09/2018;22.19;19.32;26.82;8.37;910.7;1.44;87.88;19.64
23/09/2018;21.99;19.19;26.52;2.16;910.3;1.36;85.78;17.71
24/09/2018;22.24;18.52;27.86;0.45;910.9;1.53;76.92;22.42
25/09/2018;22.14;17.82;27.75;1.95;911.6;1.43;81.32;23.14
26/09/2018;22.11;19.12;26.51;4.35;911.7;1.29;83.76;18.69
27/09/2018;22.27;18.69;27.68;1.59;911.3;1.25;81.24;21.69
28/09/2018;22.17;17.9;28.08;5.16;912;1.44;77.43;19.65
29/09/2018;21.59;18.55;26.87;5.5;911.8;1.41;84.22;16.17
30/09/2018;21.9;18.48;27.41;3.25;911.9;1.61;82.11;19.81
01/10/2018;22.17;18.31;27.58;2.02;911.8;1.74;80.91;17.21
02/10/2018;21.69;18.5;26.99;5.5;911;1.79;86.59;16.45
03/10/2018;21.17;17.66;25.96;4.73;910.1;1.57;87.56;14.73
04/10/2018;21.02;18.02;25.27;5.46;910;1.71;88.71;11.43
05/10/2018;21.22;19.36;24.4;8.93;909.3;1.45;91.47;11.03
06/10/2018;20.88;19.02;22.92;18.89;907.7;1.73;96.8;9.28
07/10/2018;21.53;18.12;26.31;5.58;909.2;1.86;86.91;14.7
08/10/2018;21.59;18.63;25.92;5.21;909.1;2.38;85.19;10.3
09/10/2018;22.15;18.96;26.75;4.73;909.7;2.57;85.22;9.43
10/10/2018;22.53;19.94;26.23;2.3;910.7;1.65;88.43;19.83
11/10/2018;21.86;19.84;24.3;8.85;911.5;0.88;88.47;18.38
12/10/2018;22.71;18.57;27.98;1.08;911.2;0.73;80.54;20.32
13/10/2018;22.91;19.16;27.87;0.89;910.9;0.77;81.22;19.97
14/10/2018;22.78;20.25;27.47;0.6;910.6;0.99;81.82;15.79
15/10/2018;22.46;19.53;27.31;4.07;910.3;1.01;83.14;17.12
16/10/2018;21.14;18.86;23.84;11;909;0.81;94.22;6.75
17/10/2018;21.32;18.77;25.23;5.3;910.4;1.04;87.69;14.38
18/10/2018;20.7;18.51;24.31;6.01;911.4;1.29;89.38;12.52
19/10/2018;21.15;17.16;26.78;1.9;912.3;1.24;83.13;10.4
20/10/2018;21.94;17.93;27.62;0.11;911.4;1.08;76.95;16.34
21/10/2018;21.86;18.31;27.2;0.05;911.6;1.67;79.79;15.98
22/10/2018;21.75;17.53;27.54;0.02;912.6;1.78;78.4;22.54
23/10/2018;21.88;17.91;27.52;0.14;912.9;1.82;79.09;21.18
24/10/2018;22.04;18.03;27.89;0.37;912.7;1.65;80.18;20.46
25/10/2018;22.43;18.16;28.19;0;911.4;1.41;78.51;16.53
26/10/2018;22.74;18.5;28.62;0.04;910.9;1.34;77.68;20.05
27/10/2018;22.62;18.85;28.18;3.87;911.8;1.53;82.72;17.75
28/10/2018;21.41;18.37;25.77;4.51;913.7;2.04;84.27;18.72
29/10/2018;20.42;17.45;25.14;0.95;913.7;2.22;86.64;20.48
30/10/2018;21.75;17.7;27.4;0.16;912.9;2.14;80.96;17.64
31/10/2018;22.37;17.76;28.38;0.53;912.2;1.21;79.76;20.92
01/11/2018;23.7;18.83;29.66;0.63;911;0.85;76.08;17.57
02/11/2018;22.5;19.85;26.17;2.15;911.3;0.79;84.59;15.22
03/11/2018;23.01;19.87;28.34;1.06;911.5;1.23;80.31;18.17
04/11/2018;22.14;19.74;26.43;1.9;911.8;0.83;84.89;13.24
05/11/2018;23.16;18.32;29.67;0.03;911.5;1.04;74.24;20.11
06/11/2018;23;18.46;29.26;0.63;910.6;1.17;75.14;16.62
07/11/2018;22.57;18.17;29;0.58;910.7;1.42;75.88;19.52
08/11/2018;22.47;18.17;28.21;0.34;911.2;1.28;78.2;18.03
09/11/2018;23.04;18.7;29.63;0.07;911.5;1.46;72.37;19.8
10/11/2018;22.04;18.29;28.09;0.01;912.8;2.15;73.76;19.23
11/11/2018;21.56;17.53;27.58;0.08;912.5;2.24;74.57;20.68
12/11/2018;22.34;17.06;29.38;0.08;911.8;1.55;70.44;21.45
13/11/2018;22.83;17.74;29.56;0;912.4;1.56;71.7;20.5
14/11/2018;21.49;16.93;27.12;0.36;913.7;2.84;78.87;12.03
15/11/2018;17.32;14.12;21.52;1.01;914.7;3.89;82;12.23
16/11/2018;17.69;15.02;22.36;1.52;913.9;3.59;84.53;12.43
17/11/2018;19.61;16.15;24.05;0.32;913.5;2.73;85.17;13.3
18/11/2018;22.42;18.21;28.37;0.1;913;2.31;79.82;15.31
19/11/2018;22.48;18.33;28.34;0.08;912.9;1.87;76.38;17.39
20/11/2018;22.5;18.6;28.34;0.32;913.4;1.99;78.57;16.14
21/11/2018;22.18;18.86;28.01;0.51;914.4;2.24;79.43;18.81
22/11/2018;21.88;17.45;28.27;0;914.2;2.34;75.3;18.32
23/11/2018;22.04;17.47;28.88;0;912.4;1.88;72;20.15
24/11/2018;23.03;17.76;30.67;0;910.6;1;68.02;21.03
25/11/2018;23.71;16.94;31.56;0;910.9;0.8;63.7;20.21
26/11/2018;23.84;18.34;30.63;0.01;912;1.03;67.55;18.54
27/11/2018;22.73;18.51;29;0.11;912.6;1.68;73.08;17.53
28/11/2018;22.39;17.81;28.83;0.33;912.1;1.66;70.55;18.79
29/11/2018;21.21;18.22;25.7;2.78;912.7;1.33;83.57;14.76
30/11/2018;22.99;16.74;31;0;912;0.97;59.52;18.39
01/12/2018;23.25;16.47;32.01;0;910.3;1.32;56.47;20.19
02/12/2018;23.4;16.74;32.1;0;910.3;1.32;58.66;20.55
03/12/2018;23.5;16.44;31.97;0;911.2;1.05;55.91;20.24
04/12/2018;23.28;18.52;30.02;0.17;912.3;1.56;65.78;16.3
05/12/2018;21.74;17.9;28.2;0.22;914.2;2.4;71.98;17.8
06/12/2018;20.42;16.75;26.38;2.09;915.4;2.37;79.31;12.32
07/12/2018;21.45;16.49;28.16;0.01;915.7;2.37;72.09;17.86
08/12/2018;22.33;16.18;30.72;0;914;1.19;59.5;19.94
09/12/2018;21.86;16.35;29.15;0.58;914;1.74;69.18;18.53
10/12/2018;20.06;17.3;25.47;6.66;915.3;2.8;83.55;12.51
11/12/2018;17.87;15.19;20.79;5.96;916.8;3.85;88.86;10.65
12/12/2018;17.82;14.75;22.6;1.45;915.3;2.56;86.78;11.14
13/12/2018;21.67;15.96;29.83;0;912.7;1;66.15;20.59
14/12/2018;22.24;15.19;30.47;0.09;912.7;1.27;61.23;18.81
15/12/2018;18.79;15.78;23.71;3.63;915.8;2.81;84.47;11.09
16/12/2018;16.41;13.86;21.08;0.65;917;3.4;82.51;9.81
17/12/2018;16.87;13.92;22.25;0.77;916.2;2.97;80.54;10.74
18/12/2018;18.64;14.15;26.1;0.6;913.8;1.87;76.38;18.85
19/12/2018;21.31;14.72;29.81;0;910.9;1.28;67.11;18.31
20/12/2018;22.07;15.21;30.35;0.31;911;1.56;61.33;20.3
21/12/2018;17.59;13.58;22.2;0.82;915.2;3.55;68.47;18.4
22/12/2018;17.59;12.81;24.31;0;915;2.71;70.41;19.43
23/12/2018;19.82;14.67;26.89;0.51;914.5;2.44;78.3;14.13
24/12/2018;20.47;17.01;26.38;3.01;913.2;2.51;83.82;11.57
25/12/2018;20.66;16.87;27.33;1.07;912.2;2.22;78.94;17.58
26/12/2018;21.02;16.22;28.12;0.21;911.4;1.86;72.03;16.78
27/12/2018;22.28;15.58;30.31;0;910.1;1.06;66.07;19.12
28/12/2018;22.56;16.38;30.56;0;910.7;1.32;62.38;20.3
29/12/2018;21.86;16.01;29.91;0;912.1;1.63;64.36;20.61
30/12/2018;21.81;15.12;30.81;0;911.8;1.45;56.83;20.94
31/12/2018;22.34;16.81;30.22;0;911.5;1.56;59.83;21.03
01/01/2019;21.52;15.86;28.7;0.01;911.2;2.03;68;14.76
02/01/2019;21.8;17.3;29.16;0;911.4;1.71;66.27;19.19
03/01/2019;22.12;16.11;30.73;0;911.4;1.52;61.45;20.74
04/01/2019;22.73;17.34;30.51;0;912.5;1.56;69.1;19.23
05/01/2019;21.59;17.37;27.91;0.01;914.2;2.47;72.4;19.53
06/01/2019;20.59;16.27;27.08;0.19;914.8;2.46;74.57;17.55
07/01/2019;20.17;16.34;26.14;0.62;914.6;1.91;75.79;16.42
08/01/2019;20.49;15.98;26.9;0.5;914.9;1.68;75.7;15.55
09/01/2019;20.16;16.44;26.33;1.48;915.6;2.23;77.02;13.93
10/01/2019;18.88;15.7;24.27;6.48;915.3;2.61;84.58;9.36
11/01/2019;18.69;14.91;25.12;1.9;914.5;2.31;81.19;12.5
12/01/2019;20.44;14.3;28.92;0.06;914.1;1.34;64.96;20.6
13/01/2019;20.52;15.89;27.26;0.83;915.2;2.22;72.73;16.13
14/01/2019;19.37;16.33;25.17;3.41;915.7;2.65;81.38;13.54
15/01/2019;19.29;15.3;25.78;1.35;915.4;2.5;78.22;18.05
16/01/2019;19.79;15.77;26.25;1.54;915.8;2.61;76.95;13.43
17/01/2019;19.7;16.61;25.87;5.97;915.4;2.58;84.17;12.16
18/01/2019;19.83;15.93;26.27;2.28;914;2.18;81.3;14.44
19/01/2019;21.81;16.15;30.38;0.01;912.2;0.89;63.54;20.77
20/01/2019;19.88;16.53;25.32;0.72;915;3.11;78.68;11.95
21/01/2019;16.15;13.69;19.52;0.32;916.2;3.51;81.69;12.69
22/01/2019;18.87;13.1;26.18;0;914.2;2.01;76.96;20.94
23/01/2019;22.44;15.45;31.88;0;911.6;1.01;59.15;22.12
24/01/2019;21.52;15.79;28.76;0;912.6;2.09;70.66;17.59
25/01/2019;21.47;16.96;28.37;0.08;913.5;2.32;70.94;19.88
26/01/2019;21.33;16.28;28.53;0.38;911.8;1.76;70.22;18.63
27/01/2019;23.16;16.09;31.78;0.08;910.7;1.52;60.5;20.21
28/01/2019;20.05;15.15;26.74;0.43;912.7;2;66.68;18.57
29/01/2019;21.07;13.6;30.5;0;912.5;1.46;59.22;21.22
30/01/2019;20.24;15.63;27.14;0;913.4;2.12;69.76;18.67
31/01/2019;21.47;15.8;29.5;0;913.8;1.88;64.52;20.89
01/02/2019;22.69;16.78;30.68;0;913.3;1.51;62.65;18.02
02/02/2019;22.44;17.36;30.37;0;912.6;1.73;58.52;20.72
03/02/2019;22.25;15.63;30.65;0;911.4;1.39;59.37;19.92
04/02/2019;23.16;15.93;31.94;0;911.2;1.29;59.39;20.9
05/02/2019;22.81;17.24;30.66;0;911.9;1.62;64.5;21.775
06/02/2019;22.46;16.85;30.56;0;912.1;1.83;62.65;22.65
07/02/2019;22.69;16.87;31.05;0;911.9;1.66;61.2;22.18
08/02/2019;22.14;17.38;29.48;0.5;913.4;2.5;66.21;21.06
09/02/2019;20.67;16.89;26.73;1.26;914.7;3.54;73.03;18.97
10/02/2019;20.3;14.83;27.75;0.49;913.9;2.59;68.93;20.93
11/02/2019;22.31;16.45;30.17;0;911.6;1.58;61.52;20.79
12/02/2019;23.82;16.81;32.73;0.09;911.3;1.04;56.05;22.11
13/02/2019;22.09;17.67;28.32;0.72;913.8;2.19;68.22;20.62
14/02/2019;21.8;17.39;28.59;1.29;913.3;2.16;71.89;14
15/02/2019;24.06;16.6;33.33;0;911.7;0.74;57.57;23.44
16/02/2019;25.2;17.39;34.77;0;910;1.34;53.06;23.38
17/02/2019;24.9;18.12;33.89;0;910.4;2.22;52.65;23.45
18/02/2019;25.14;15.77;35.24;0;911.2;1.58;45.57;24.41
19/02/2019;25.38;18.07;34.14;0;911.6;1.24;46.16;22.19
20/02/2019;24.86;17.26;33.5;0;909.7;0.73;51.08;20.98
21/02/2019;24.56;18.03;31.93;0;910.6;1.15;53.52;21.32
22/02/2019;24.06;19.38;30.13;1.06;912.2;1.14;62.4;19.64
23/02/2019;24.13;18.83;31.56;2.82;912.3;0.99;65.57;16.35
24/02/2019;24.06;18.96;31.22;0.45;912.6;1.93;66.58;20.72
25/02/2019;23.2;18.29;30.59;0;914.3;2.49;57.53;22.75
26/02/2019;22.28;15.96;30.48;0;914.6;2.32;56.61;24.84
27/02/2019;22.5;16.46;30.62;0;913.9;1.94;56.94;22.6
28/02/2019;23.24;17.04;31.02;0;912.6;1.3;58.23;18.55
01/03/2019;23.8;17.94;31.58;0.01;913.4;1.37;58.52;18.26
02/03/2019;23.87;17.19;32.06;0.01;913;1.71;57.99;21.26
03/03/2019;25.44;18.72;33.9;0.01;911.4;0.81;54.85;23.37
04/03/2019;25.2;18.39;32.91;0.01;911.9;1.22;55.85;20.77
05/03/2019;23.61;18.57;31.02;0;913.9;2.49;60.59;22.19
06/03/2019;22.44;17.99;29.41;0;915.9;3.47;65.05;22.64
07/03/2019;22.77;17.24;30.52;0;914.9;3.22;65.49;19.34
08/03/2019;23.11;17.69;30.85;0;912.8;3.02;64.5;22.48
09/03/2019;24.41;17.62;33.69;0;911.1;1.79;51.71;23.84
10/03/2019;24.56;17.61;33.34;0;912;1.88;50.33;25.02
11/03/2019;24.39;18.05;32.8;0;913;2.2;54.79;24.94
12/03/2019;24.24;19.1;31.91;0;912.9;2.52;58.73;23.29
13/03/2019;24.74;17.93;33.83;0;910.9;1.3;47.34;24.31
14/03/2019;25.84;18.02;35.42;0;910.3;0.92;41.26;25.36
15/03/2019;25.34;18.44;33.8;0;911.8;1.44;47.12;23.35
16/03/2019;23.6;18.74;31.36;0;913.3;2.65;60.73;21.81
17/03/2019;23.23;18.14;30.93;0;913.1;2.85;59.07;24.42
18/03/2019;22.65;17.28;30.06;0;912.8;2.23;58.4;22.75
19/03/2019;22.79;15.86;31.2;0;913;1.6;53.81;24.24
20/03/2019;22.42;15.34;30.43;0.01;913.1;2.09;57.24;16.24
21/03/2019;21.84;16.59;28.79;0.58;914.2;2.75;63.94;17.02
22/03/2019;21.45;15.66;28.76;0.12;914.7;2.86;62.12;19.49
23/03/2019;21.2;15.29;29.36;0.02;914.9;2.51;55.12;21.64
24/03/2019;20.91;13.95;30.17;0;914.5;2.15;48.98;26.45
25/03/2019;22.32;14.01;31.47;0;913.1;1.68;54.37;26.95
26/03/2019;22.38;17.52;29.11;0;913.3;2.8;64.01;21.89
27/03/2019;21.44;16.85;28.25;0.07;914.4;3.55;61.13;21.64
28/03/2019;20.64;15.09;28.43;0.99;915.1;2.99;66.28;21.1
29/03/2019;21.47;14.36;29.98;0.24;913.4;1.93;55.33;22.03
30/03/2019;23.55;14.54;33.49;0;911.1;1.09;49.63;26.49
31/03/2019;24.46;15.65;34.14;0;911.6;1.17;49.53;26.38
01/04/2019;24.64;18.06;33.29;0;913.2;1.77;55.16;25.89
02/04/2019;24.19;17.86;31.99;0.01;914.3;2.21;59.63;24.01
03/04/2019;24.97;18.98;32.29;0.04;914.9;2.23;58.48;18.29
04/04/2019;24.92;18.57;32.21;0.06;914.2;1.7;57.39;20.14
05/04/2019;25.2;19.28;32.32;1.03;912.1;1.12;57.07;18.91
06/04/2019;25.59;18.76;33.41;1.21;911.6;1.14;52.78;20.77
07/04/2019;25.99;18.8;34.08;0.45;911.6;0.97;50.98;20.97
08/04/2019;25.33;19.15;32.86;3.38;911.2;1.15;60.84;18.64
09/04/2019;23.67;20.76;28.22;2.99;910.7;0.71;75.92;17.42
10/04/2019;24.2;19.59;30.96;3.37;910.8;1.46;68.21;22.39
11/04/2019;26.24;19.21;34.7;0.26;908.8;1.77;58.1;23.77
12/04/2019;26.81;18.81;36.02;0;908.6;1.99;49.53;25.9
13/04/2019;26.81;18.95;35.35;0;908.7;2.29;50.75;25.62
14/04/2019;27.59;18.48;37.18;0;909.6;1.57;43.12;26.85
15/04/2019;25.06;20.75;31.19;0.05;912.9;2.31;61.63;20.15
16/04/2019;24.66;20.45;30.75;0;913.5;2.28;61.55;17.5
17/04/2019;25.19;19.69;32.16;0;911.4;1.56;58.15;18.86
18/04/2019;26.32;18.81;34.74;0;908.8;1.4;53.99;19.45
19/04/2019;25.53;20.72;31.02;1.5;910.8;1.78;61.65;17.82
20/04/2019;21.5;16.95;26.33;3.01;914.6;3.09;71.9;21.45
21/04/2019;22.48;15.48;30.51;0.02;914.6;2.51;64.26;25.36
22/04/2019;23.97;18.03;31.56;0;913.2;1.96;61.74;23.91
23/04/2019;24.99;18.54;32.93;0;911.7;1.65;58.38;22.42
24/04/2019;25.57;19.13;33.04;0;910.6;0.66;57.73;21.61
25/04/2019;27.03;19.41;35.59;0;909.9;1;51.35;23.02
26/04/2019;26.21;20.89;33.33;0;911.6;1.76;55.33;21.02
27/04/2019;25.08;18.28;32.96;0.01;911.5;1.85;51.92;23.38
28/04/2019;25.43;18.31;33.35;0;911.1;1.84;57.2;25.24
29/04/2019;26.08;20.33;33.18;0.04;911.2;2.1;61.25;19.79
30/04/2019;26.37;20.83;34.06;1.07;911.1;1.88;58.21;21.46
01/05/2019;26.33;21.07;33.77;0.76;910.9;1.49;52.68;23.76
02/05/2019;24.19;19.9;30.66;6.22;910.9;1.02;71.06;19.6
03/05/2019;24;20.68;29.53;10.74;910.1;0.85;77.56;19.94
04/05/2019;25.68;19.45;33.62;5.08;909.3;0.81;66.84;23.28
05/05/2019;25.57;21.22;31.07;3.98;909.2;1;72.38;20.24
06/05/2019;25.77;20.91;32.53;2.84;910.9;0.84;67.36;25.42
07/05/2019;24.89;20.76;29.88;3.93;911.6;0.7;73.52;21.98
08/05/2019;26.45;19.9;34.44;0.33;909.8;0.92;59.86;20.6
09/05/2019;27.11;21.25;35.08;0.8;909;1.29;60.5;23.54
10/05/2019;26.16;22.33;33.16;3.6;909.5;1;68.02;18.81
11/05/2019;24.8;21.47;30.35;12.2;909.8;1.05;75.01;17.76
12/05/2019;25.09;19.91;31.71;10.12;910.3;0.86;72.54;19.15
13/05/2019;26.01;21.64;31.82;2.03;910.4;0.7;70.24;19.51
14/05/2019;26.01;21.53;32.55;3.28;910.5;0.54;72.61;19.27
15/05/2019;24.7;22.52;28.11;4.52;910.4;0.51;82.45;17.02
16/05/2019;24.43;21.67;28.52;4.04;911.3;0.8;78.06;20.38
17/05/2019;23.8;20.64;28.92;10.11;910.5;1.09;82.44;17.18
18/05/2019;23.14;20.06;28.12;12.16;910;0.86;82.29;17.41
19/05/2019;24.8;18.92;31.92;0.61;910.1;1.07;66.78;20.38
20/05/2019;24.92;20.49;31.17;6.84;910.2;0.99;68.35;23.14
21/05/2019;24.2;20.1;30.1;6.04;908.9;0.89;75.91;18.8
22/05/2019;23.67;19.58;29.58;16.82;909;1.22;79.68;21.59
23/05/2019;22.78;20.34;26.09;17.51;909.7;1.18;88.22;19.9
24/05/2019;22.88;20.18;27.4;5.28;910.1;1.81;85.66;11.11
25/05/2019;23.1;19.64;28.44;2.91;910.7;1.7;80.82;16.36
26/05/2019;22.84;19.44;27.92;1.2;911.5;1.68;78.07;19.55
27/05/2019;22.4;19.96;26.19;4.01;910.8;1.11;81.1;16.91
28/05/2019;22.93;19.16;28.63;6.42;909.6;0.51;79.47;15.77
29/05/2019;22.88;19.49;28.09;4.47;908.8;1;84.64;16.37
30/05/2019;23.12;19.4;28.25;0.63;909.8;2.16;78.19;18.53
31/05/2019;22.8;19.79;27.17;3.08;910;1.94;80.33;18.28
01/06/2019;24.24;19.05;30.66;2.52;909.3;1.48;73.77;21.75
02/06/2019;24.39;20.61;29.85;4.02;909.7;1.13;78.41;13.62
03/06/2019;24.06;20.76;28.14;9.65;911.1;0.71;82.56;22.63
04/06/2019;25;19.81;31.73;7.28;911.9;1.11;73.89;23.51
05/06/2019;25.36;21.29;31.3;6.94;911.4;1.11;77.4;22.58
06/06/2019;25.13;21.41;30.58;3.2;910.5;0.63;79.27;21.56
07/06/2019;23.92;21.48;27.02;2.34;910;0.95;82.93;21.38
08/06/2019;23.83;20.49;28.5;3.05;910.4;0.8;83.37;20.44
09/06/2019;23.81;21.6;27.02;12.47;911.2;0.76;89.36;20.2
10/06/2019;22.93;21.16;26.01;4.46;912.1;1.08;89.14;21.44
11/06/2019;22.85;20.39;26.61;5.36;912.4;1.28;85.79;16.68
12/06/2019;23.48;19.67;28.89;11.79;912.4;1.02;80.28;21.98
13/06/2019;22.63;20.22;26.73;5.45;912.2;1.25;86.43;13.8
14/06/2019;23.72;19.81;29.47;0.61;912.6;1.28;74.12;19.42
15/06/2019;24.8;20.04;30.99;0;912.2;1.08;72.07;23.53
16/06/2019;24.95;19.94;31.05;6.3;910.9;1.1;73.78;24.23
17/06/2019;24.78;20.15;30.82;2.93;910.9;1.2;74.1;25.59
18/06/2019;24.84;20.43;30.78;2.18;911.6;1.25;75.63;24.73
19/06/2019;24.59;20.75;29.24;0.16;911.4;1.34;79.93;22.87
20/06/2019;24.48;20.59;30.04;7.82;911.3;1.39;80.14;20.06
21/06/2019;24.11;21.03;28.86;12.23;912.4;1.27;84.75;19.99
22/06/2019;23.16;21.13;26.21;18.05;913;1.1;90.98;14.22
23/06/2019;24.27;20.81;29.94;0.35;912.6;1.55;76.72;25.39
24/06/2019;23.84;18.41;29.84;0;912.3;1.35;67.14;27.45
25/06/2019;24.17;19.14;30.01;2.65;912.3;1.36;73.35;25.65
26/06/2019;23.25;20.1;27.57;3.79;912.6;1.74;83.94;20.47
27/06/2019;22.24;18.02;27.37;1.47;912.7;2.28;76.32;21.24
28/06/2019;22.81;19.15;27.78;0.36;912.6;2.59;76.24;23.43
29/06/2019;22.52;19.24;27.61;2;912.5;2.01;81.33;16.87
30/06/2019;23.13;19.76;28.19;3.22;912.9;1.55;82.12;20.33
01/07/2019;23.33;19.12;28.98;0.56;913.4;1.66;79.76;22.63
02/07/2019;24.38;19.47;30.85;0.02;912.9;1.83;70.79;27.04
03/07/2019;23.91;18.84;30.7;0;912.3;2.06;66.47;26.63
04/07/2019;23.62;17.85;30.62;0;912.5;1.91;65.75;27.57
05/07/2019;24.2;19.1;30.78;0.02;913.1;1.84;64.44;27.27
06/07/2019;23.74;19.29;29.82;1.87;913.3;1.76;73.9;21.46
07/07/2019;23.36;20.24;28.63;5.28;913.1;1.49;84.9;22.54
08/07/2019;23.3;20.42;28.32;3.76;912.8;1.26;82.95;20.81
09/07/2019;23.55;19.8;28.82;2.47;913.4;1;79.51;18.66
10/07/2019;24.94;19.76;31.8;3.08;912.7;1.34;68.18;26.17
11/07/2019;23.98;19.62;30.29;6.69;911.8;1.3;73.03;25.26
12/07/2019;23.95;18.9;29.69;7.36;910.8;1.07;72.82;23.38
13/07/2019;24.23;18.76;30.25;0.08;911.1;1.45;69.59;24.47
14/07/2019;24.32;19.23;30.56;1.84;912;1.37;68.28;23.66
15/07/2019;22.92;19.1;27.54;11.65;912.4;1.46;81.8;18.77
16/07/2019;23.61;18.74;30.37;2.18;913;1.69;71.15;20.9
17/07/2019;23.62;18.74;29.29;1.08;913;1.78;76.17;20.9
18/07/2019;23.65;19.94;29.18;0.82;912.7;1.75;70.41;23.45
19/07/2019;23.8;19.01;30.06;0.53;912.3;1.78;72.8;23.22
20/07/2019;23.05;20.34;27.56;3.43;911.9;1.55;84.02;15.71
21/07/2019;23.52;20.21;28.46;4.49;912;1.54;81.32;22.8
22/07/2019;24.24;19.89;30.37;0.31;912.5;1.27;69.35;21.33
23/07/2019;24.45;20.13;30.13;1.28;912.9;1.32;71.04;24.76
24/07/2019;24.23;20.08;30.2;2.65;913.1;1.31;73.08;22.1
25/07/2019;24.02;20.03;30.12;4.68;913.4;1.32;74.51;21.06
26/07/2019;23.63;18.38;30.01;0.6;914.2;1.91;65.65;23.5
27/07/2019;23.35;18.8;29.91;0.15;914.8;2.19;70.6;18.84
28/07/2019;23.83;18.61;30.71;2.74;914.4;2.04;64.95;22.19
29/07/2019;22.83;18.19;29.37;4.47;913.3;2.08;67.25;24.6
30/07/2019;23.56;18.62;29.65;0.19;912.6;2.15;72.67;22.29
31/07/2019;23.94;19.38;29.95;0.46;912.1;1.84;72.57;20.6
01/08/2019;24.16;19.32;30.17;0.2;912;1.72;72.34;22.44
02/08/2019;23.84;20.23;29.54;5.06;911.5;1.08;77.36;20.1
03/08/2019;24.02;20.8;29.29;11.84;911.7;1.04;80.04;25.4
04/08/2019;24.91;20.11;32;4.2;912.1;1.22;70.39;25.56
05/08/2019;25.07;20.57;31.64;4.07;912.5;1.09;71.56;23.24
06/08/2019;24.63;20.47;30.49;3.68;912.5;1.36;76.79;23.94
07/08/2019;24.91;19.79;31.85;2.97;912.6;1.17;71.09;20.05
08/08/2019;23.85;20.47;28.86;5.52;913.1;0.79;79.46;18.95
09/08/2019;23.73;20.74;28.3;4.47;913.1;1.31;81;15.84
10/08/2019;24.54;20.55;30.37;0.5;912.6;1.64;74.15;22.82
11/08/2019;24.85;20.91;30.98;0.43;912.6;1.66;73.25;24.7
12/08/2019;25.52;20.49;32.07;0;911.8;1.77;65.07;27.02
13/08/2019;25.53;20.96;32.29;0.13;911.4;1.7;64.06;24.9
14/08/2019;25.21;20.24;31.88;0.53;911.8;1.37;69.24;24.59
15/08/2019;24.35;20.69;30.04;3.72;912.9;1.13;75.23;21.11
16/08/2019;23.76;19.82;30.01;14.44;913.2;1.23;72.55;13.91
17/08/2019;23.33;18.63;29.79;25.64;912;1;78.49;14.81
18/08/2019;21.68;19.68;23.88;18.18;911.4;0.86;93.08;18.46
19/08/2019;21.41;18.49;24.72;7.89;911.4;0.84;86;20.49
20/08/2019;22.1;18.51;26.67;6.49;911.9;0.78;84.94;19.67
21/08/2019;23.06;19.49;27.53;5.58;912.7;1.1;85.71;21.6
22/08/2019;23.99;19.39;29.34;9.79;912.7;1.03;80.39;23.91
23/08/2019;24.19;19.2;30.2;4.3;912.6;1.15;75.56;26.75
24/08/2019;24.19;19.58;29.75;1.56;912.3;1.26;77.92;23.6
25/08/2019;24.33;20.32;30.15;7.25;911.4;1.03;77.11;23.99
26/08/2019;24.41;20.35;30.44;3.77;910.8;0.9;77.08;26.81
27/08/2019;24.09;20.18;29.49;1.09;911.2;1.06;77.78;23.75
28/08/2019;24.09;19.8;30.14;0.32;912.1;1.58;70.98;25.08
29/08/2019;23.69;18.59;30.18;0.2;912.5;1.64;67.2;26.72
30/08/2019;24.09;19.45;30.14;0.11;912.1;1.42;70.35;23.12
31/08/2019;24.23;19.67;29.78;4.49;911;0.76;72.09;22.82
01/09/2019;23.74;20.09;28.95;10.43;911.1;0.49;81.65;20.34
02/09/2019;23.33;20.33;27.39;11.62;910.8;1.05;84.01;25.36
