Regiones,Fecha,Mes,Year,Fec,Latitud,Longitud,Altura,Variedad,Fenologia,Hojas Evaluadas,Hojas con Roya,Incidencia,cat_Variedad,tipo_de_datos
Olancho,6/20/2017,Junio,2017,6,14.89999962,-86.19999695,1066,LEMPIRA,Formacion de Fruto,1127,0,0,Medianamente_resistentes,a realizar
Comayagua,8/15/2017,Agosto,2017,8,15.00524426,-87.55219269,849,LEMPIRA,Fruto Consistente,555,0,0,Medianamente_resistentes,a realizar
Olancho,6/20/2017,Junio,2017,6,14.5935297,-86.71330261,970,LEMPIRA,Formacion de Fruto,780,0,0,Medianamente_resistentes,a realizar
Santa Barbara,8/16/2017,Agosto,2017,8,15.22147846,-88.23298645,966,LEMPIRA,Formacion de Fruto,958,0,0,Medianamente_resistentes,a realizar
Olancho,6/20/2017,Junio,2017,6,14.89358425,-86.11358643,1082,LEMPIRA,Fruto Consistente,954,6,0.63,Medianamente_resistentes,a realizar
Olancho,6/23/2017,Junio,2017,6,14.89999962,-85.90000153,884,LEMPIRA,Fruto Consistente,1532,39,2.55,Medianamente_resistentes,a realizar
Santa Barbara,6/23/2017,Junio,2017,6,15.08615017,-88.44400024,850,LEMPIRA,Fruto Consistente,850,21,2.47,Medianamente_resistentes,a realizar
Santa Barbara,7/18/2017,Julio,2017,7,15.16849995,-88.4940033,941,MEZCLA,Fruto Consistente,908,195,21.48,Medianamente_resistentes,a realizar
El Paraiso,8/16/2017,Agosto,2017,8,13.7986002,-86.51920319,1068,PACAMARA,Fruto Consistente,733,55,7.5,Medianamente_resistentes,a realizar
Olancho,6/23/2017,Junio,2017,6,14.38278675,-86.34095001,816,LEMPIRA,Fruto Consistente,862,0,0,Medianamente_resistentes,a realizar
Francisco Morazan,8/15/2017,Agosto,2017,8,14.50455666,-87.40408325,1092,LEMPIRA,Fruto Acuoso,866,72,8.31,Medianamente_resistentes,a realizar
Cortes,6/20/2017,Junio,2017,6,15.32999992,-85.44999695,790,LEMPIRA,Fruto Consistente,1568,0,0,Medianamente_resistentes,a realizar
Cortes,6/22/2017,Junio,2017,6,15.35999966,-87.33000183,1075,LEMPIRA,Fruto Consistente,1411,36,2.55,Medianamente_resistentes,a realizar
Santa Barbara,6/20/2017,Junio,2017,6,15.20213223,-88.24095917,1003,LEMPIRA,Formacion de Fruto,1722,0,0,Medianamente_resistentes,a realizar
Cortes,7/18/2017,Julio,2017,7,15.09585953,-88.09586334,1100,LEMPIRA,Formacion de Fruto,1688,6,0.36,Medianamente_resistentes,a realizar
Comayagua,7/21/2017,Julio,2017,7,14.94532013,-87.63511658,715,LEMPIRA,Fruto Consistente,560,0,0,Medianamente_resistentes,a realizar
El Paraiso,6/21/2017,Junio,2017,6,13.94859982,-86.2562027,1065,LEMPIRA,Fruto Consistente,791,20,2.53,Medianamente_resistentes,a realizar
Copan,6/23/2017,Junio,2017,6,14.37393856,-88.91236115,1093,CATIMOR,Fruto Consistente,1101,0,0,Medianamente_resistentes,a realizar
Santa Barbara,7/20/2017,Julio,2017,7,14.74514008,-88.34999847,1100,LEMPIRA,Desarrollo,910,0,0,Medianamente_resistentes,a realizar
Santa Barbara,8/16/2017,Agosto,2017,8,14.48499966,-88.5510025,900,LEMPIRA,Fruto Consistente,686,16,2.33,Medianamente_resistentes,a realizar
El Paraiso,8/14/2017,Agosto,2017,8,14.05980015,-86.10900116,836,LEMPIRA,Fruto Consistente,754,3,0.4,Medianamente_resistentes,a realizar
Santa Barbara,8/17/2017,Agosto,2017,8,15.16650009,-88.48100281,972,LEMPIRA,Fruto Consistente,964,118,12.24,Medianamente_resistentes,a realizar
Francisco Morazan,6/19/2017,Junio,2017,6,14.54076958,-87.41029358,890,MEZCLA,Formacion de Fruto,808,7,0.87,Medianamente_resistentes,a realizar
El Paraiso,5/23/2017,Mayo,2017,5,14.16706276,-85.98014832,854,LEMPIRA,Fruto Consistente,875,118,13.49,Medianamente_resistentes,a realizar
Santa Barbara,6/28/2017,Junio,2017,6,14.8906002,-88.42359924,1094,LEMPIRA,Fruto Consistente,749,6,0.8,Medianamente_resistentes,a realizar
Olancho,8/16/2017,Agosto,2017,8,14.99547958,-86.03865051,705,LEMPIRA,Fruto Consistente,1024,2,0.2,Medianamente_resistentes,a realizar
Olancho,6/21/2017,Junio,2017,6,14.98821163,-86.31076813,1034,LEMPIRA,Formacion de Fruto,1079,9,0.83,Medianamente_resistentes,a realizar
Cortes,8/14/2017,Agosto,2017,8,15.31999969,-86.69000244,890,LEMPIRA,Madurez Fisiologica,1551,28,1.81,Medianamente_resistentes,a realizar
Francisco Morazan,5/25/2017,Mayo,2017,5,14.42064857,-86.77607727,728,LEMPIRA,Fruto Consistente,1058,2,0.19,Medianamente_resistentes,a realizar
Cortes,6/23/2017,Junio,2017,6,15.26830959,-86.98280334,762,LEMPIRA,Fruto Consistente,843,0,0,Medianamente_resistentes,a realizar
El Paraiso,5/24/2017,Mayo,2017,5,14.22187614,-86.30903625,877,LEMPIRA,Fruto Consistente,1012,31,3.06,Medianamente_resistentes,a realizar
Copan,7/18/2017,Julio,2017,7,14.47053146,-88.91964722,1058,OBATA,Formacion de Fruto,743,5,0.67,Medianamente_resistentes,a realizar
El Paraiso,7/17/2017,Julio,2017,7,13.8050642,-86.59120941,1020,LEMPIRA,Fruto Consistente,966,0,0,Medianamente_resistentes,a realizar
El Paraiso,7/18/2017,Julio,2017,7,14.3091383,-86.34230042,953,LEMPIRA,Fruto Consistente,968,0,0,Medianamente_resistentes,a realizar
El Paraiso,6/21/2017,Junio,2017,6,13.8050642,-86.59120941,1020,LEMPIRA,Fruto Consistente,1047,11,1.05,Medianamente_resistentes,a realizar
Olancho,5/24/2017,Mayo,2017,5,14.5935297,-86.71330261,970,LEMPIRA,Formacion de Fruto,786,2,0.25,Medianamente_resistentes,a realizar
Comayagua,5/24/2017,Mayo,2017,5,14.69999981,-87,1096,LEMPIRA,Hojas Nuevas Mayor al 30%,1518,53,3.49,Medianamente_resistentes,a realizar
Olancho,7/18/2017,Julio,2017,7,14.43008041,-86.12579346,1022,LEMPIRA,Fruto Consistente,948,0,0,Medianamente_resistentes,a realizar
Santa Barbara,8/16/2017,Agosto,2017,8,15.20994186,-88.23648071,730,LEMPIRA,Formacion de Fruto,930,12,1.29,Medianamente_resistentes,a realizar
Olancho,6/21/2017,Junio,2017,6,14.89999962,-86,1008,LEMPIRA,Fruto Consistente,1340,0,0,Medianamente_resistentes,a realizar
El Paraiso,5/24/2017,Mayo,2017,5,14.29587078,-86.29728699,748,LEMPIRA,Fruto Consistente,1244,37,2.97,Medianamente_resistentes,a realizar
Santa Barbara,5/23/2017,Mayo,2017,5,15.16650009,-88.48100281,972,LEMPIRA,Fruto Consistente,1018,27,2.65,Medianamente_resistentes,a realizar
Francisco Morazan,7/19/2017,Julio,2017,7,13.13589954,-87.22699738,865,MEZCLA,Fruto Consistente,1063,3,0.28,Medianamente_resistentes,a realizar
Comayagua,5/24/2017,Mayo,2017,5,14.75129986,-87.48370361,1057,LEMPIRA,Fruto Consistente,780,26,3.33,Medianamente_resistentes,a realizar
Copan,7/20/2017,Julio,2017,7,15,-88.59999847,1045,LEMPIRA,Fruto Consistente,1131,0,0,Medianamente_resistentes,a realizar
Comayagua,7/20/2017,Julio,2017,7,15.00524426,-87.55219269,849,LEMPIRA,Fruto Consistente,535,0,0,Medianamente_resistentes,a realizar
Comayagua,5/23/2017,Mayo,2017,5,14.46310043,-87.34279633,778,LEMPIRA,Formacion de Fruto,990,2,0.2,Medianamente_resistentes,a realizar
Copan,8/15/2017,Agosto,2017,8,14.55000019,-88.51999664,985,LEMPIRA,Fruto Consistente,804,0,0,Medianamente_resistentes,a realizar
Santa Barbara,5/23/2017,Mayo,2017,5,14.08802986,-88.33045959,850,LEMPIRA,Formacion de Fruto,899,1,0.11,Medianamente_resistentes,a realizar
Comayagua,5/25/2017,Mayo,2017,5,14.8726368,-87.64633179,958,LEMPIRA,Fruto Consistente,807,2,0.25,Medianamente_resistentes,a realizar
Cortes,8/17/2017,Agosto,2017,8,15.35999966,-87.33000183,1075,LEMPIRA,Fruto Consistente,1081,10,0.93,Medianamente_resistentes,a realizar
Francisco Morazan,5/29/2017,Mayo,2017,5,13.13560009,-87.22399902,876,LEMPIRA,Fruto Consistente,1067,2,0.19,Medianamente_resistentes,a realizar
Comayagua,5/25/2017,Mayo,2017,5,14.31000042,-87.36000061,800,LEMPIRA,Formacion de Fruto,866,1,0.12,Medianamente_resistentes,a realizar
Olancho,6/23/2017,Junio,2017,6,14.89999962,-85.90000153,759,LEMPIRA,Fruto Consistente,1406,33,2.35,Medianamente_resistentes,a realizar
Olancho,7/21/2017,Julio,2017,7,14.41264534,-86.18874359,988,LEMPIRA,Fruto Consistente,783,23,2.94,Medianamente_resistentes,a realizar
Santa Barbara,7/18/2017,Julio,2017,7,15.16650009,-88.48100281,972,LEMPIRA,Fruto Consistente,967,106,10.96,Medianamente_resistentes,a realizar
Olancho,5/23/2017,Mayo,2017,5,14.46545124,-86.64222717,852,LEMPIRA,Formacion de Fruto,812,27,3.33,Medianamente_resistentes,a realizar
El Paraiso,5/23/2017,Mayo,2017,5,13.8050642,-86.59120941,1020,LEMPIRA,Formacion de Fruto,856,1,0.12,Medianamente_resistentes,a realizar
Cortes,6/26/2017,Junio,2017,6,15.40875912,-87.65129852,891,LEMPIRA,Fruto Consistente,762,18,2.36,Medianamente_resistentes,a realizar
Olancho,7/18/2017,Julio,2017,7,14.89999962,-85.90000153,1002,LEMPIRA,Fruto Consistente,1419,16,1.13,Medianamente_resistentes,a realizar
Cortes,7/18/2017,Julio,2017,7,15.01000023,-88.06999969,908,LEMPIRA,Fruto Consistente,962,28,2.91,Medianamente_resistentes,a realizar
Santa Barbara,7/18/2017,Julio,2017,7,15.30000019,-88.69999695,829,LEMPIRA,Fruto Consistente,789,1,0.13,Medianamente_resistentes,a realizar
Olancho,7/21/2017,Julio,2017,7,15.10000038,-85.90000153,755,LEMPIRA,Fruto Consistente,1307,8,0.61,Medianamente_resistentes,a realizar
Santa Barbara,6/22/2017,Junio,2017,6,15.30000019,-88.59999847,800,LEMPIRA,Fruto Consistente,1001,21,2.1,Medianamente_resistentes,a realizar
Comayagua,7/17/2017,Julio,2017,7,14.35999966,-87.33000183,1045,LEMPIRA,Fruto Consistente,882,16,1.81,Medianamente_resistentes,a realizar
El Paraiso,7/20/2017,Julio,2017,7,14.29587078,-86.29728699,748,LEMPIRA,Fruto Consistente,1124,38,3.38,Medianamente_resistentes,a realizar
El Paraiso,7/18/2017,Julio,2017,7,14.16186523,-85.95920563,975,LEMPIRA,Fruto Acuoso,685,63,9.2,Medianamente_resistentes,a realizar
Copan,6/21/2017,Junio,2017,6,14.48209953,-89.04090118,1079,LEMPIRA,Fruto Consistente,1078,20,1.86,Medianamente_resistentes,a realizar
Santa Barbara,6/20/2017,Junio,2017,6,15.22147846,-88.23298645,966,LEMPIRA,Formacion de Fruto,836,0,0,Medianamente_resistentes,a realizar
Comayagua,6/23/2017,Junio,2017,6,14.38000011,-87.33000183,895,CATIMOR,Fruto Consistente,842,0,0,Medianamente_resistentes,a realizar
El Paraiso,8/17/2017,Agosto,2017,8,14.19211292,-85.9845047,1064,LEMPIRA,Fruto Consistente,870,9,1.03,Medianamente_resistentes,a realizar
Santa Barbara,5/24/2017,Mayo,2017,5,14.74514008,-88.34999847,1100,LEMPIRA,Formacion de Fruto,1189,3,0.25,Medianamente_resistentes,a realizar
Santa Barbara,8/14/2017,Agosto,2017,8,15.30000019,-88.69999695,900,LEMPIRA,Fruto Consistente,974,18,1.85,Medianamente_resistentes,a realizar
Comayagua,8/22/2017,Agosto,2017,8,14.77789974,-87.45420074,1016,LEMPIRA,Fruto Consistente,526,0,0,Medianamente_resistentes,a realizar
Olancho,7/19/2017,Julio,2017,7,14.46545124,-86.64222717,852,LEMPIRA,Fruto Consistente,730,67,9.18,Medianamente_resistentes,a realizar
Cortes,7/18/2017,Julio,2017,7,15.31999969,-86.69000244,890,LEMPIRA,Fruto Consistente,1448,0,0,Medianamente_resistentes,a realizar
Copan,8/15/2017,Agosto,2017,8,14.7826004,-88.71869659,878,LEMPIRA,Desarrollo,1150,34,2.96,Medianamente_resistentes,a realizar
El Paraiso,8/16/2017,Agosto,2017,8,14.17770195,-86.14594269,885,LEMPIRA,Fruto Consistente,644,25,3.88,Medianamente_resistentes,a realizar
Santa Barbara,8/17/2017,Agosto,2017,8,15.16849995,-88.4940033,941,MEZCLA,Fruto Consistente,758,220,29.02,Medianamente_resistentes,a realizar
Olancho,7/20/2017,Julio,2017,7,15.89999962,-86,800,LEMPIRA,Fruto Consistente,1358,27,1.99,Medianamente_resistentes,a realizar
Cortes,6/22/2017,Junio,2017,6,15.36999989,-87.33999634,850,LEMPIRA,Fruto Consistente,1406,0,0,Medianamente_resistentes,a realizar
Santa Barbara,6/23/2017,Junio,2017,6,15.16940975,-88.30069733,825,LEMPIRA,Formacion de Fruto,829,0,0,Medianamente_resistentes,a realizar
Santa Barbara,6/21/2017,Junio,2017,6,15.19999981,-88.69999695,1057,LEMPIRA,Fruto Consistente,1025,0,0,Medianamente_resistentes,a realizar
Cortes,6/22/2017,Junio,2017,6,15.36999989,-87.33000183,1020,LEMPIRA,Fruto Consistente,1490,0,0,Medianamente_resistentes,a realizar
El Paraiso,7/3/2017,Julio,2017,7,14.22000027,-86.30000305,878,LEMPIRA,Fruto Consistente,1023,6,0.59,Medianamente_resistentes,a realizar
El Paraiso,8/17/2017,Agosto,2017,8,14.22000027,-86.30000305,878,LEMPIRA,Fruto Consistente,711,9,1.27,Medianamente_resistentes,a realizar
Copan,6/19/2017,Junio,2017,6,14.53836727,-88.86673737,951,LEMPIRA,Formacion de Fruto,1165,0,0,Medianamente_resistentes,a realizar
Cortes,6/26/2017,Junio,2017,6,15.43626213,-87.71142578,864,LEMPIRA,Fruto Consistente,894,3,0.34,Medianamente_resistentes,a realizar
Cortes,5/25/2017,Mayo,2017,5,15.35999966,-86.01000214,1050,LEMPIRA,Formacion de Fruto,1735,52,3,Medianamente_resistentes,a realizar
Comayagua,6/21/2017,Junio,2017,6,14.31000042,-87.36000061,800,LEMPIRA,Formacion de Fruto,923,9,0.98,Medianamente_resistentes,a realizar
Olancho,5/25/2017,Mayo,2017,5,15.02999973,-88.51329803,1048,LEMPIRA,Fruto Consistente,1107,5,0.45,Medianamente_resistentes,a realizar
Santa Barbara,7/28/2017,Julio,2017,7,14.89679432,-88.16326904,1061,LEMPIRA,Fruto Consistente,892,6,0.67,Medianamente_resistentes,a realizar
Santa Barbara,8/16/2017,Agosto,2017,8,14.74592018,-88.34042358,1100,LEMPIRA,Desarrollo,1113,1,0.09,Medianamente_resistentes,a realizar
Olancho,7/20/2017,Julio,2017,7,14.4533844,-86.66899872,1060,LEMPIRA,Fruto Consistente,1159,18,1.55,Medianamente_resistentes,a realizar
Olancho,8/15/2017,Agosto,2017,8,14.48295975,-86.13205719,872,LEMPIRA,Fruto Consistente,913,0,0,Medianamente_resistentes,a realizar
Copan,6/19/2017,Junio,2017,6,14.53149986,-89.02020264,714,LEMPIRA,Fruto Consistente,1073,30,2.8,Medianamente_resistentes,a realizar
Comayagua,7/20/2017,Julio,2017,7,14.35000038,-87.27999878,849,CATIMOR,Fruto Consistente,622,2,0.32,Medianamente_resistentes,a realizar
Copan,5/23/2017,Mayo,2017,5,14.53149986,-89.02020264,714,LEMPIRA,Fruto Consistente,1141,24,2.1,Medianamente_resistentes,a realizar
Olancho,6/23/2017,Junio,2017,6,14.44464302,-86.67134094,1083,LEMPIRA,Fruto Consistente,1223,12,0.98,Medianamente_resistentes,a realizar
El Paraiso,5/23/2017,Mayo,2017,5,14.19211292,-85.9845047,1064,LEMPIRA,Fruto Consistente,946,113,11.95,Medianamente_resistentes,a realizar
Copan,8/16/2017,Agosto,2017,8,14.52470016,-88.59519958,957,LEMPIRA,Fruto Consistente,1000,51,5.1,Medianamente_resistentes,a realizar
Olancho,5/23/2017,Mayo,2017,5,14.96205616,-86.11873627,1000,LEMPIRA,Fruto Consistente,1093,5,0.46,Medianamente_resistentes,a realizar
Olancho,6/23/2017,Junio,2017,6,15.10000038,-85.90000153,755,LEMPIRA,Fruto Consistente,1410,44,3.12,Medianamente_resistentes,a realizar
Comayagua,6/22/2017,Junio,2017,6,14.87611008,-87.61805725,940,LEMPIRA,Fruto Consistente,1341,0,0,Medianamente_resistentes,a realizar
Francisco Morazan,6/23/2017,Junio,2017,6,13.21140003,-86.10099792,1051,MEZCLA,Fruto Consistente,1102,0,0,Medianamente_resistentes,a realizar
Santa Barbara,6/22/2017,Junio,2017,6,14.74592018,-88.34042358,1100,LEMPIRA,Fruto Consistente,1050,0,0,Medianamente_resistentes,a realizar
Copan,7/18/2017,Julio,2017,7,14.5326004,-89.0318985,1046,LEMPIRA,Fruto Consistente,1094,22,2.01,Medianamente_resistentes,a realizar
Francisco Morazan,8/17/2017,Agosto,2017,8,14.54500771,-87.22668457,1074,LEMPIRA,Fruto Consistente,959,13,1.36,Medianamente_resistentes,a realizar
Comayagua,8/14/2017,Agosto,2017,8,14.75129986,-87.48370361,1057,LEMPIRA,Fruto Consistente,759,74,9.75,Medianamente_resistentes,a realizar
Olancho,6/20/2017,Junio,2017,6,14.89850712,-86.13156891,939,LEMPIRA,Fruto Consistente,886,0,0,Medianamente_resistentes,a realizar
Santa Barbara,7/26/2017,Julio,2017,7,14.89996243,-88.40015411,1040,BOURBON,Fruto Consistente,850,16,1.88,Medianamente_resistentes,a realizar
Cortes,8/15/2017,Agosto,2017,8,15.40999985,-86.20999908,1090,LEMPIRA,Madurez Fisiologica,1452,2,0.14,Medianamente_resistentes,a realizar
Santa Barbara,5/24/2017,Mayo,2017,5,15.20213223,-88.24095917,1003,LEMPIRA,Floracion Principal,1604,0,0,Medianamente_resistentes,a realizar
Santa Barbara,7/20/2017,Julio,2017,7,14.48359966,-88.54560089,942,LEMPIRA,Fruto Consistente,669,27,4.04,Medianamente_resistentes,a realizar
Santa Barbara,5/26/2017,Mayo,2017,5,14.74592018,-88.34042358,1100,LEMPIRA,Formacion de Fruto,1075,0,0,Medianamente_resistentes,a realizar
Olancho,5/23/2017,Mayo,2017,5,14.89999962,-85.90000153,1002,LEMPIRA,Fruto Consistente,1245,0,0,Medianamente_resistentes,a realizar
Olancho,7/20/2017,Julio,2017,7,14.48591232,-86.66484833,912,LEMPIRA,Fruto Consistente,879,19,2.16,Medianamente_resistentes,a realizar
Santa Barbara,5/25/2017,Mayo,2017,5,15.30000019,-88.69999695,829,LEMPIRA,Fruto Consistente,868,0,0,Medianamente_resistentes,a realizar
El Paraiso,7/18/2017,Julio,2017,7,14.13920021,-85.97669983,775,LEMPIRA,Fruto Acuoso,774,140,18.09,Medianamente_resistentes,a realizar
Cortes,5/24/2017,Mayo,2017,5,14.89999962,-88.05999756,985,LEMPIRA,Fruto Consistente,1187,17,1.43,Medianamente_resistentes,a realizar
Copan,7/17/2017,Julio,2017,7,14.54559994,-89.03140259,828,LEMPIRA,Fruto Consistente,1207,15,1.24,Medianamente_resistentes,a realizar
El Paraiso,6/19/2017,Junio,2017,6,14.07849979,-86.22100067,724,LEMPIRA,Fruto Consistente,652,25,3.83,Medianamente_resistentes,a realizar
El Paraiso,6/21/2017,Junio,2017,6,13.96049976,-86.26670074,724,LEMPIRA,Fruto Consistente,824,13,1.58,Medianamente_resistentes,a realizar
Olancho,5/31/2017,Mayo,2017,5,14.43008041,-86.12579346,1022,LEMPIRA,Fruto Consistente,1023,0,0,Medianamente_resistentes,a realizar
Cortes,5/31/2017,Mayo,2017,5,15.36999989,-87.33999634,850,LEMPIRA,Formacion de Fruto,1048,15,1.43,Medianamente_resistentes,a realizar
Copan,5/22/2017,Mayo,2017,5,14.53836727,-88.86673737,951,LEMPIRA,Floracion Principal,839,0,0,Medianamente_resistentes,a realizar
Santa Barbara,5/23/2017,Mayo,2017,5,14.76805019,-88.40395355,1100,LEMPIRA,Formacion de Fruto,796,0,0,Medianamente_resistentes,a realizar
Olancho,7/18/2017,Julio,2017,7,14.89999962,-86.19999695,1066,LEMPIRA,Fruto Consistente,1234,0,0,Medianamente_resistentes,a realizar
Olancho,5/25/2017,Mayo,2017,5,14.38278675,-86.34095001,816,LEMPIRA,Fruto Consistente,819,0,0,Medianamente_resistentes,a realizar
Copan,7/21/2017,Julio,2017,7,15.19999981,-88.69999695,895,LEMPIRA,Fruto Consistente,1030,23,2.23,Medianamente_resistentes,a realizar
El Paraiso,5/24/2017,Mayo,2017,5,13.93809986,-86.31140137,913,LEMPIRA,Fruto Consistente,658,4,0.61,Medianamente_resistentes,a realizar
Comayagua,5/25/2017,Mayo,2017,5,14.89332104,-87.61628723,884,LEMPIRA,Fruto Consistente,586,0,0,Medianamente_resistentes,a realizar
Olancho,5/23/2017,Mayo,2017,5,14.89999962,-86.19999695,1066,LEMPIRA,Formacion de Fruto,1202,0,0,Medianamente_resistentes,a realizar
Comayagua,7/19/2017,Julio,2017,7,14.86655045,-87.55127716,1100,LEMPIRA,Fruto Consistente,553,22,3.98,Medianamente_resistentes,a realizar
Cortes,7/20/2017,Julio,2017,7,15.36999989,-87.33000183,1020,LEMPIRA,Fruto Consistente,1329,0,0,Medianamente_resistentes,a realizar
Comayagua,6/22/2017,Junio,2017,6,14.45020008,-87.35220337,830,LEMPIRA,Fruto Consistente,750,1,0.13,Medianamente_resistentes,a realizar
Comayagua,5/23/2017,Mayo,2017,5,14.94028282,-87.541008,818,LEMPIRA,Fruto Consistente,686,0,0,Medianamente_resistentes,a realizar
Olancho,8/16/2017,Agosto,2017,8,15.02999973,-88.51329803,1048,LEMPIRA,Fruto Consistente,628,19,3.03,Medianamente_resistentes,a realizar
Olancho,7/19/2017,Julio,2017,7,14.4212122,-86.66292572,1089,LEMPIRA,Fruto Consistente,1159,25,2.16,Medianamente_resistentes,a realizar
Santa Barbara,6/21/2017,Junio,2017,6,15.30000019,-88.69999695,949,LEMPIRA,Fruto Consistente,1409,8,0.57,Medianamente_resistentes,a realizar
Francisco Morazan,7/19/2017,Julio,2017,7,14.44612694,-86.81208801,747,LEMPIRA,Fruto Consistente,791,30,3.79,Medianamente_resistentes,a realizar
Santa Barbara,5/24/2017,Mayo,2017,5,15.20522213,-88.23501587,868,LEMPIRA,Floracion Principal,1041,9,0.86,Medianamente_resistentes,a realizar
Santa Barbara,6/23/2017,Junio,2017,6,15.0984869,-88.3273468,812,LEMPIRA,Fruto Consistente,679,0,0,Medianamente_resistentes,a realizar
Olancho,6/27/2017,Junio,2017,6,14.39006329,-86.23306274,1082,LEMPIRA,Fruto Consistente,1727,0,0,Medianamente_resistentes,a realizar
Santa Barbara,5/26/2017,Mayo,2017,5,14.89996243,-88.40015411,1040,BOURBON,Fruto Consistente,1029,41,3.98,Medianamente_resistentes,a realizar
El Paraiso,5/24/2017,Mayo,2017,5,14.16186523,-85.95920563,975,LEMPIRA,Formacion de Fruto,919,62,6.75,Medianamente_resistentes,a realizar
Olancho,5/24/2017,Mayo,2017,5,14.33152962,-86.0150528,1049,LEMPIRA,Fruto Consistente,676,5,0.74,Medianamente_resistentes,a realizar
Olancho,5/23/2017,Mayo,2017,5,14.4212122,-86.66292572,1089,LEMPIRA,Formacion de Fruto,1348,1,0.07,Medianamente_resistentes,a realizar
Olancho,7/19/2017,Julio,2017,7,14.99547958,-86.03865051,705,LEMPIRA,Fruto Consistente,1070,1,0.09,Medianamente_resistentes,a realizar
Copan,7/21/2017,Julio,2017,7,15.19999981,-88.69999695,959,VILLA SARCHI,Fruto Consistente,1164,44,3.78,Medianamente_resistentes,a realizar
Copan,5/23/2017,Mayo,2017,5,14.52050018,-89.00160217,833,LEMPIRA,Fruto Consistente,976,7,0.72,Medianamente_resistentes,a realizar
El Paraiso,6/19/2017,Junio,2017,6,14.17580032,-86.81925964,892,LEMPIRA,Fruto Acuoso,1055,1,0.09,Medianamente_resistentes,a realizar
Santa Barbara,5/26/2017,Mayo,2017,5,15.16940975,-88.30069733,825,LEMPIRA,Floracion Principal,868,0,0,Medianamente_resistentes,a realizar
Copan,5/23/2017,Mayo,2017,5,14.5326004,-89.0318985,1046,LEMPIRA,Fruto Consistente,1035,28,2.71,Medianamente_resistentes,a realizar
El Paraiso,6/20/2017,Junio,2017,6,14.16706276,-85.98014832,854,LEMPIRA,Fruto Acuoso,1301,85,6.53,Medianamente_resistentes,a realizar
Santa Barbara,7/19/2017,Julio,2017,7,15.30000019,-88.59999847,706,LEMPIRA,Fruto Consistente,714,6,0.84,Medianamente_resistentes,a realizar
Cortes,5/23/2017,Mayo,2017,5,15.31999969,-86.69000244,882,LEMPIRA,Formacion de Fruto,1628,0,0,Medianamente_resistentes,a realizar
El Paraiso,8/17/2017,Agosto,2017,8,14.29587078,-86.29728699,748,LEMPIRA,Fruto Consistente,964,63,6.54,Medianamente_resistentes,a realizar
Cortes,7/19/2017,Julio,2017,7,15.42000008,-86.23999786,1096,LEMPIRA,Fruto Consistente,1378,34,2.47,Medianamente_resistentes,a realizar
Santa Barbara,5/23/2017,Mayo,2017,5,15.30000019,-88.59999847,715,LEMPIRA,Fruto Consistente,944,7,0.74,Medianamente_resistentes,a realizar
Santa Barbara,5/26/2017,Mayo,2017,5,14.48499966,-88.5510025,900,LEMPIRA,Fruto Consistente,1106,1,0.09,Medianamente_resistentes,a realizar
Copan,5/23/2017,Mayo,2017,5,15.10000038,-88.59999847,977,LEMPIRA,Fruto Consistente,1074,0,0,Medianamente_resistentes,a realizar
Copan,5/26/2017,Mayo,2017,5,14.46000004,-88.48000336,1098,LEMPIRA,Fruto Consistente,919,0,0,Medianamente_resistentes,a realizar
Santa Barbara,8/18/2017,Agosto,2017,8,15.11561012,-88.28778839,895,LEMPIRA,Fruto Consistente,852,91,10.68,Medianamente_resistentes,a realizar
Olancho,8/15/2017,Agosto,2017,8,14.89999962,-85.90000153,1002,LEMPIRA,Fruto Consistente,1394,0,0,Medianamente_resistentes,a realizar
Cortes,5/24/2017,Mayo,2017,5,15.40999985,-86.20999908,1090,LEMPIRA,Formacion de Fruto,1262,8,0.63,Medianamente_resistentes,a realizar
Copan,7/19/2017,Julio,2017,7,15,-88.90000153,760,LEMPIRA,Fruto Consistente,1163,49,4.21,Medianamente_resistentes,a realizar
Santa Barbara,6/22/2017,Junio,2017,6,15.12880039,-88.50430298,1042,MEZCLA,Fruto Consistente,846,41,4.85,Medianamente_resistentes,a realizar
Francisco Morazan,5/29/2017,Mayo,2017,5,13.13589954,-87.22699738,865,MEZCLA,Fruto Consistente,812,15,1.85,Medianamente_resistentes,a realizar
Cortes,5/26/2017,Mayo,2017,5,15.32999992,-85.44999695,790,LEMPIRA,Formacion de Fruto,1394,24,1.72,Medianamente_resistentes,a realizar
Cortes,5/23/2017,Mayo,2017,5,15.31999969,-86.69000244,890,LEMPIRA,Formacion de Fruto,1437,0,0,Medianamente_resistentes,a realizar
Comayagua,7/20/2017,Julio,2017,7,14.87611008,-87.61805725,940,LEMPIRA,Fruto Consistente,841,0,0,Medianamente_resistentes,a realizar
Cortes,5/22/2017,Mayo,2017,5,14.99894524,-88.05370331,930,LEMPIRA,Fruto Consistente,1378,32,2.32,Medianamente_resistentes,a realizar
Copan,6/20/2017,Junio,2017,6,14.52050018,-89.00160217,833,LEMPIRA,Fruto Consistente,999,5,0.5,Medianamente_resistentes,a realizar
Copan,8/18/2017,Agosto,2017,8,15.19999981,-88.69999695,1005,LEMPIRA,Fruto Consistente,1496,0,0,Medianamente_resistentes,a realizar
El Paraiso,8/14/2017,Agosto,2017,8,13.94859982,-86.2562027,1065,LEMPIRA,Fruto Consistente,648,69,10.65,Medianamente_resistentes,a realizar
