0.3266	17.61
0.4448	18.09
0.3816	18.09
0.0676	18.09
0.0536	18.09
0.0504	18.58
0.0487	19.06
0.0684	19.55
0.0885	19.55
0.0586	20.03
0.2589	20.03
0.7092	19.55
1.0296	19.55
0.5	19.55
0.3704	19.55
0.7209	19.55
0.5114	20.03
0.3318	20.52
0.3723	22.31
0.3726	23.62
0.2329	24.93
0.0832	26.24
0.0734	26.9
0.0435	26.9
0.0633	26.9
0.0826	26.9
0.0412	26.9
0.0095	26.24
0	25.59
0	24.93
0	24.27
0	23.62
0	22.97
0	22.31
0	21.66
0	21.66
0	21
0	20.52
0.0391	20.52
0.3799	19.55
0.5907	19.55
0.6815	19.06
0.5422	19.06
1.4028	19.55
1.7734	19.55
0.9838	20.52
0.8941	22.97
0.7742	27.55
0.554	32.14
0.3327	41.41
0.2304	48.71
0.1075	52.37
0.0746	52.37
0.0423	52.37
0.021	51.45
0.0108	50.54
0.0612	48.71
0.0219	46.89
0.0029	45.06
0	42.32
0	39.58
0	36.84
0	34.1
0	32.14
0	30.82
0	29.51
0	28.86
0	28.2
0.07	27.55
0.2311	27.55
0.6818	27.55
1.2722	26.9
1.4718	26.9
2.0093	26.9
1.9849	26.9
1.6193	26.9
1.6538	28.2
0.9894	30.17
0.8269	36.84
1.5766	61.5
2.1972	75.11
1.0683	82.54
0.24	88.73
0.0721	94.91
0.1246	101.1
0.5475	102.34
1.0805	99.86
1.4237	93.68
1.3968	87.49
0.8299	83.78
1.2727	82.54
1.3552	82.54
0.7974	85.01
0.909	88.73
1.8802	94.91
3.2108	99.86
2.9405	106.05
3.2187	118.3
2.9954	146.04
1.8013	172.32
1.7672	201.81
1.9839	239.22
0.992	278.41
1.1117	299.96
1.1519	297.99
1.0924	285.53
0.6629	269.5
0.4537	249.91
0.3246	230.31
0.3156	214.28
0.2967	198.25
0.2578	181.08
0.1589	166.48
0.06	154.8
0.041	146.04
0.1119	137.28
0.0227	128.52
0.0133	121.22
0.0137	115.38
0	108.53
0	102.34
0	97.39
0	93.68
0	88.73
0	85.01
0	81.3
0	77.59
0	73.88
0	71.4
0	67.69
0	65.21
0	62.74
0	61.5
0	59.67
0	57.85
0	56.02
0	55.11
0	53.28
0	51.45
0	50.54
0	48.71
0	46.89
0	45.97
0	45.06
0	44.15
0	43.23
0	43.23
0	42.32
0	41.41
0.0035	40.49
0.0004	39.58
0.1199	38.67
0.2903	37.75
0.241	37.75
0.612	37.75
0.9033	36.84
1.1849	35.93
1.1366	35.01
0.7485	35.01
0.8504	36.84
0.4824	38.67
0.7543	42.32
0.956	48.71
0.8076	56.02
0.4689	58.76
1.0699	59.67
0.2506	58.76
0.2309	62.74
0.3407	72.64
0.419	80.06
0.2759	81.3
0.2821	77.59
0.6082	75.11
1.2152	73.88
0.9234	75.11
1.3632	78.82
1.0735	83.78
0.884	91.2
0.7548	99.86
0.4458	106.05
1.007	107.29
0.1683	107.29
0.2398	106.05
0.2412	102.34
0.2027	99.86
0.3342	94.91
0.1655	91.2
0.3467	87.49
1.0277	86.25
1.1785	86.25
1.029	86.25
1.1493	87.49
1.3291	89.96
1.1874	96.15
1.0945	107.29
1.0708	124.14
1.2471	147.5
0.1142	156.26
0.0826	144.58
0.0523	131.44
0.0426	121.22
0.0532	111
0.044	103.58
0.0351	98.63
0.0363	94.91
0.0178	89.96
0.0293	86.25
0.0108	81.3
0.0124	78.82
0.0239	75.11
0.0654	72.64
0.0466	70.16
0.0877	67.69
0.0885	65.21
0.2391	62.74
0.3794	61.5
0.629	60.59
0.5368	58.76
0.4328	57.85
0.8878	57.85
0.4328	57.85
0.1788	57.85
0.1966	59.67
0.0562	62.74
0.0166	66.45
0.0073	68.93
0.0082	70.16
0.0894	70.16
0.0709	67.69
0.0026	66.45
0.1443	63.97
0.1362	61.5
0	60.59
0	59.67
0.1014	58.76
0.6729	57.85
2.4041	57.85
1.4251	57.85
