"fecha","precip","tmean"
"24/3/2016",0,25.95
"24/3/2017",0,21.6
"24/4/2015",0,25.3333333333333
"24/4/2016",0.966666666666667,25.4666666666667
"24/4/2017",0,24.2333333333333
"24/5/2015",12.5333333333333,24.7
"24/5/2016",0.933333333333333,26.3333333333333
"24/5/2017",0,24.5333333333333
"24/6/2015",3.7,23.4666666666667
"24/6/2016",1.3,24.4333333333333
"24/6/2017",2.53333333333333,21.5666666666667
"24/7/2015",3.06666666666667,24.5
"24/7/2016",7.63333333333333,23.5
"24/7/2017",2.36666666666667,23.8333333333333
"24/8/2015",0,20.1
"24/8/2016",0.533333333333333,23.6666666666667
"24/8/2017",5.63333333333333,23.4
"24/9/2015",9.4,22.2666666666667
"24/9/2016",25.2666666666667,23.4
"24/9/2017",17.6333333333333,22.7
"25/1/2015",0.5,18.3
"25/1/2016",0,19.2666666666667
"25/1/2017",0,19.2666666666667
"25/10/2015",14.4333333333333,22.2666666666667
"25/10/2016",1.66666666666667,21.7
"25/10/2017",11.3666666666667,22.3
"25/11/2015",0.0666666666666667,21.7
"25/11/2016",1.86666666666667,20.2
"25/11/2017",0,20.5
"25/12/2015",0,15.9
"25/12/2016",0,20.9
"25/12/2017",1.5,19.8666666666667
"25/2/2015",0,23.1
"25/2/2016",2.16666666666667,17.9
"25/2/2017",0,22.9
"25/3/2015",0,23.4666666666667
"25/3/2016",0,24.35
"25/3/2017",0,22.0333333333333
"25/4/2015",0,25.7333333333333
"25/4/2016",1.86666666666667,26.7666666666667
"25/4/2017",0.4,25.1666666666667
"25/5/2015",0.133333333333333,24.3666666666667
"25/5/2016",2.16666666666667,26.4333333333333
"25/5/2017",27,22.3666666666667
"25/6/2015",1.25,20.8666666666667
"25/6/2016",10.9333333333333,22.2
"25/6/2017",3.4,21.4
"25/7/2015",2.5,24.2
"25/7/2016",0.2,24.1666666666667
"25/7/2017",0,21.6
"25/8/2015",0,23.6
"25/8/2016",1.73333333333333,21.3333333333333
"25/8/2017",7.76666666666667,23.0333333333333
"25/9/2015",7.33333333333333,22.6666666666667
"25/9/2016",8.13333333333333,23.1
"25/9/2017",9.93333333333333,22.6666666666667
"26/1/2015",1.05,17.7333333333333
"26/1/2016",0,21.1666666666667
"26/1/2017",0,20.5666666666667
"26/10/2015",1.96666666666667,24.2333333333333
"26/10/2016",0.45,21.1666666666667
"26/10/2017",3.1,18.2666666666667
"26/11/2015",0,22.4
"26/11/2016",0.766666666666667,20.6333333333333
"26/11/2017",0,21.2666666666667
"26/12/2015",0,15.7666666666667
"26/12/2016",0.533333333333333,21.5
"26/12/2017",0.866666666666667,19.7
"26/2/2015",0,22.9333333333333
"26/2/2016",0.566666666666667,17.3
"26/2/2017",0,23.2333333333333
"26/3/2015",0.333333333333333,25.3666666666667
"26/3/2016",0,24.25
"26/3/2017",0,23.4666666666667
"26/4/2015",0,25.9666666666667
